,0
Unnamed: 0,249.5
aic,-1388.3289416755035
bic,-1374.2112253254577
hqic,-1382.64826510705
mae,0.01180047910946133
mse,0.00024495019290227203
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,2500.0
order_p,1.0
order_q,1.0
ar.L1.close,0.38006958022090787
ma.L1.close,0.37319596613121536
