,0
Unnamed: 0,239.5
aic,-1398.3924640552545
bic,-1384.2747477052087
hqic,-1392.711787486801
mae,0.011369871777318463
mse,0.00023402647391961313
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,2400.0
order_p,1.0
order_q,1.0
ar.L1.close,0.33989260749968825
ma.L1.close,0.3401054960082088
