asofdate,pnl,pointForecast,forecastday,product_name
2015-10-19 00:00:00+00:00,8.920000000000016,253.36852821661705,5,BTC
2015-10-24 00:00:00+00:00,11.900000000000006,265.3614851077846,5,BTC
2015-10-29 00:00:00+00:00,19.120000000000005,284.40249926770474,5,BTC
2015-11-03 00:00:00+00:00,31.789999999999964,316.4109190208397,5,BTC
2015-11-08 00:00:00+00:00,88.02000000000004,405.0256559957244,5,BTC
2015-12-03 00:00:00+00:00,34.24000000000001,357.6936272818154,5,BTC
2015-12-08 00:00:00+00:00,4.529999999999973,362.295355519445,5,BTC
2015-12-13 00:00:00+00:00,57.170000000000016,419.9157226659255,5,BTC
2015-12-18 00:00:00+00:00,14.889999999999986,434.84039535393663,5,BTC
2015-12-23 00:00:00+00:00,29.340000000000032,464.39029478559314,5,BTC
2016-01-07 00:00:00+00:00,13.45999999999998,436.5239018869554,5,BTC
2016-01-12 00:00:00+00:00,23.680000000000007,460.3904517759755,5,BTC
2016-01-27 00:00:00+00:00,4.439999999999998,383.6487594702828,5,BTC
2016-02-01 00:00:00+00:00,11.890000000000043,395.6041738531932,5,BTC
2016-02-06 00:00:00+00:00,23.46000000000004,371.99168707045976,5,BTC
2016-03-07 00:00:00+00:00,10.460000000000036,421.3363273335789,5,BTC
2016-03-12 00:00:00+00:00,8.180000000000007,412.97060501459,5,BTC
2016-03-22 00:00:00+00:00,7.830000000000041,419.1266405872223,5,BTC
2016-04-01 00:00:00+00:00,8.639999999999986,426.02502178302063,5,BTC
2016-04-11 00:00:00+00:00,3.7799999999999727,422.0877128643805,5,BTC
2016-04-16 00:00:00+00:00,2.480000000000018,424.63060287321326,5,BTC
2016-05-01 00:00:00+00:00,18.33999999999997,471.9833855018844,5,BTC
2016-05-11 00:00:00+00:00,5.329999999999984,463.5709215851728,5,BTC
2016-05-21 00:00:00+00:00,1.2900000000000205,456.8177169620384,5,BTC
2016-05-31 00:00:00+00:00,8.690000000000055,456.1744426028175,5,BTC
2016-06-05 00:00:00+00:00,76.37,533.0953657818892,5,BTC
2016-06-10 00:00:00+00:00,43.82999999999993,577.2263877078594,5,BTC
2016-06-15 00:00:00+00:00,5.139999999999986,582.364289384719,5,BTC
2016-06-20 00:00:00+00:00,118.47000000000004,701.7266572433899,5,BTC
2016-06-25 00:00:00+00:00,4.340000000000032,704.844148521083,5,BTC
2016-07-05 00:00:00+00:00,-0.2200000000000272,675.934568435715,5,BTC
2016-07-20 00:00:00+00:00,15.039999999999964,669.0080803570266,5,BTC
2016-07-25 00:00:00+00:00,-0.5600000000000591,668.9091616936199,5,BTC
2016-08-19 00:00:00+00:00,11.460000000000036,575.889299330698,5,BTC
2016-08-24 00:00:00+00:00,1.32000000000005,574.218388922039,5,BTC
2016-09-03 00:00:00+00:00,5.259999999999991,573.8302702663506,5,BTC
2016-09-18 00:00:00+00:00,19.340000000000032,609.5855533605551,5,BTC
2016-09-28 00:00:00+00:00,8.43999999999994,604.2052004034516,5,BTC
2016-10-03 00:00:00+00:00,2.0799999999999272,605.9246931766991,5,BTC
2016-10-08 00:00:00+00:00,7.950000000000045,614.0819933527663,5,BTC
2016-10-13 00:00:00+00:00,6.509999999999991,620.7100742751137,5,BTC
2016-10-18 00:00:00+00:00,16.159999999999968,636.9045071953537,5,BTC
2016-10-28 00:00:00+00:00,15.92999999999995,652.2547439188169,5,BTC
2016-11-02 00:00:00+00:00,38.91000000000008,691.3099718957288,5,BTC
2016-11-07 00:00:00+00:00,54.64999999999998,746.2677998047975,5,BTC
2016-11-22 00:00:00+00:00,26.180000000000064,731.2762802920709,5,BTC
2016-11-27 00:00:00+00:00,15.949999999999932,748.3995087862992,5,BTC
2016-12-07 00:00:00+00:00,40.00999999999999,771.126211258447,5,BTC
2016-12-17 00:00:00+00:00,14.600000000000025,780.8558548084046,5,BTC
2016-12-22 00:00:00+00:00,9.629999999999995,790.549974713579,5,BTC
2016-12-27 00:00:00+00:00,67.44999999999993,858.3925395905067,5,BTC
2017-01-01 00:00:00+00:00,69.18000000000006,927.95873871757,5,BTC
2017-01-06 00:00:00+00:00,67.75,995.949195688918,5,BTC
2017-01-21 00:00:00+00:00,38.63999999999999,836.350162238339,5,BTC
