,0
Unnamed: 0,576.0
aic,-1394.1431725401198
bic,-1380.025456190074
hqic,-1388.4624959716666
mae,0.011808927635929481
mse,0.00027472937991058436
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,5800.0
order_p,1.0
order_q,1.0
ar.L1.close,0.38538521255385416
ma.L1.close,0.3832366936515924
