,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,268,0.9813432835820896,-139.52000000000044,9539.730000000003,1041.8483208955222,2801939.6625341205,1673.8995377662663,2.6066121836420035,7.435822067940068
