time,asofdate,pointForecast,close,forecastday,product_name,MA_50,MA_diff_50
2012-12-13 14:30:00+00:00,2012-12-13 14:30:00+00:00,17.09232349097449,17.07001,1,CANE,17.8530492,-0.03928759999999798
2012-12-14 14:30:00+00:00,2012-12-14 14:30:00+00:00,17.055545924435393,17.388,2,CANE,17.809611,-0.04343820000000065
2012-12-17 14:30:00+00:00,2012-12-17 14:30:00+00:00,17.042180673287998,17.64,3,CANE,17.772410999999998,-0.03720000000000212
2012-12-18 14:30:00+00:00,2012-12-18 14:30:00+00:00,17.037319096980873,17.67,4,CANE,17.736211,-0.036199999999997345
2012-12-19 14:30:00+00:00,2012-12-19 14:30:00+00:00,17.035550109414793,17.63,5,CANE,17.7010088,-0.035202200000000516
2012-12-20 14:30:00+00:00,2012-12-20 14:30:00+00:00,17.575689160948215,17.63,1,CANE,17.6686088,-0.032399999999999096
2012-12-21 14:30:00+00:00,2012-12-21 14:30:00+00:00,17.59880395523423,17.55,2,CANE,17.6354086,-0.03320019999999957
2012-12-24 14:30:00+00:00,2012-12-24 14:30:00+00:00,17.60605710710322,17.5101,3,CANE,17.6070108,-0.028397800000000473
2012-12-26 14:30:00+00:00,2012-12-26 14:30:00+00:00,17.60833171316354,17.55,4,CANE,17.5892108,-0.017800000000001148
2012-12-27 14:30:00+00:00,2012-12-27 14:30:00+00:00,17.60904490265254,17.83859,5,CANE,17.581782399999998,-0.007428400000002
2012-12-28 14:30:00+00:00,2012-12-28 14:30:00+00:00,17.744042097694773,17.7001,1,CANE,17.5785844,-0.0031979999999975917
2012-12-31 14:30:00+00:00,2012-12-31 14:30:00+00:00,17.797814519616754,17.84,2,CANE,17.5725866,-0.005997799999999387
2013-01-02 14:30:00+00:00,2013-01-02 14:30:00+00:00,17.81261207967726,17.892,3,CANE,17.5686266,-0.003959999999999297
2013-01-03 14:30:00+00:00,2013-01-03 14:30:00+00:00,17.816678509434976,17.47,4,CANE,17.5590464,-0.009580200000002037
2013-01-04 14:30:00+00:00,2013-01-04 14:30:00+00:00,17.81779555167555,17.36,5,CANE,17.542846400000002,-0.016199999999997772
2013-01-07 14:30:00+00:00,2013-01-07 14:30:00+00:00,17.39376817580119,17.45,1,CANE,17.537046200000002,-0.005800199999999478
2013-01-08 14:30:00+00:00,2013-01-08 14:30:00+00:00,17.34524041069851,17.282,2,CANE,17.5298862,-0.007160000000002498
2013-01-09 14:30:00+00:00,2013-01-09 14:30:00+00:00,17.335113773322533,17.42999,3,CANE,17.525086,-0.004800199999998256
2013-01-10 14:30:00+00:00,2013-01-10 14:30:00+00:00,17.332997749636572,17.57001,4,CANE,17.524886199999997,-0.0001998000000043021
