,0
Unnamed: 0,994.5
aic,-1193.1363882091734
bic,-1171.9598136841046
hqic,-1184.615373356493
mae,0.017121365572667854
mse,0.000590346921851837
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,10000.0
order_p,2.0
order_q,2.0
ar.L1.close,0.2662411135942986
ar.L2.close,0.19314107115729687
ma.L1.close,0.2677752219099027
ma.L2.close,0.19787446670791353
