,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,1074,404.8060606060606,0.9757914338919925,-3.75,89.0,7.754655493482309,79.23694294462997,8.901513519881323,3.381559232257427,18.826548043076127
