,0
Unnamed: 0,348.5
aic,-1415.9124217320896
bic,-1401.794705382044
hqic,-1410.2317451636363
mae,0.011670200460857273
mse,0.00028020650741421337
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,3500.0
order_p,1.0
order_q,1.0
ar.L1.close,0.35581375814365157
ma.L1.close,0.3487013179760674
