,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,371,0.9757412398921833,-0.6500000000000021,7.2699900000000035,1.4277657412398923,1.6057590699710815,1.2671854915406353,1.301127705528387,1.9240455054259957
