,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close
0,2005-03-28 22:46:00+00:00,-1804.4287308665293,-1790.3110145164837,-1798.7480542980759,0.005251640724073077,4.406192318531499e-05,5,True,252,3500,1,1,0 days 00:00:00.574340,SPY,0.0671136938754855,0.04799314411736875
1,2005-04-04 21:46:00+00:00,-1805.590916582485,-1791.4732002324395,-1799.9102400140316,0.0052331975759038,4.385456377348225e-05,5,True,252,3500,1,1,0 days 00:00:00.376261,SPY,0.06806507531665436,0.050547188008225497
2,2005-04-11 21:46:00+00:00,-1803.3658152370413,-1789.2480988869956,-1797.6851386685878,0.00525473883484265,4.4251283278231175e-05,5,True,252,3500,1,1,0 days 00:00:00.446881,SPY,0.07230251911671766,0.05472260970865909
3,2005-04-18 21:46:00+00:00,-1794.3914470728082,-1780.2737307227626,-1788.7107705043547,0.005355276450557665,4.584840448412626e-05,5,True,252,3500,1,1,0 days 00:00:00.372942,SPY,0.7315804086475534,0.7222695349333992
4,2005-04-25 21:46:00+00:00,-1790.1803251208771,-1776.0626087708315,-1784.4996485524237,0.005388603991135956,4.661849172987196e-05,5,True,252,3500,1,1,0 days 00:00:00.223983,SPY,,
5,2005-05-02 21:46:00+00:00,-1790.7568169676065,-1776.6391006175609,-1785.076140399153,0.005346451834393738,4.651172353483153e-05,5,True,252,3500,1,1,0 days 00:00:00.256026,SPY,0.47782171804894313,0.4887848749406804
6,2005-05-09 21:46:00+00:00,-1797.130925588705,-1783.0132092386593,-1791.4502490202515,0.005268313842610742,4.5350384063387766e-05,5,True,252,3500,1,1,0 days 00:00:00.376024,SPY,0.4956956604816061,0.511367942110721
7,2005-05-16 21:46:00+00:00,-1795.1015831298864,-1780.9838667798408,-1789.420906561433,0.0052977526692250965,4.5716378952631055e-05,5,True,252,3500,1,1,0 days 00:00:00.255947,SPY,0.5316295257393645,0.548983617097503
8,2005-05-23 21:46:00+00:00,-1793.376491412595,-1779.2587750625494,-1787.6958148441415,0.005319338805811395,4.603281052751249e-05,5,True,252,3500,1,1,0 days 00:00:00.393277,SPY,0.5057681118314692,0.5222643515516492
9,2005-05-31 21:46:00+00:00,-1796.2307911391958,-1782.1130747891502,-1790.5501145707424,0.005306795124124831,4.5512220404184406e-05,5,True,252,3500,1,1,0 days 00:00:00.311990,SPY,0.5732446150194119,0.5934048963424213
10,2005-06-07 21:46:00+00:00,-1803.6764771453923,-1789.5587607953466,-1797.9958005769388,0.005220337124515735,4.418820693939704e-05,5,True,252,3500,1,1,0 days 00:00:00.376001,SPY,0.45190540535055146,0.4692103348646265
11,2005-06-14 21:46:00+00:00,-1808.3084338688877,-1794.1907175188421,-1802.6277573004343,0.005146000303258178,4.338206316607217e-05,5,True,252,3500,1,1,0 days 00:00:00.311969,SPY,0.5331483787127702,0.5509535674584084
12,2005-06-21 21:46:00+00:00,-1812.018252242136,-1797.9005358920904,-1806.3375756736825,0.005061726933318834,4.275804006818629e-05,5,True,252,3500,1,1,0 days 00:00:00.309809,SPY,0.01840413982377614,0.010095174401812207
13,2005-06-28 21:46:00+00:00,-1806.2827827271472,-1792.1650663771015,-1800.6021061586937,0.005130054199406174,4.3747839905640934e-05,5,True,252,3500,1,1,0 days 00:00:00.544449,SPY,0.018770636463832358,0.010460160826419911
14,2005-07-06 21:46:00+00:00,-1806.509560549961,-1792.3918441999153,-1800.8288839815075,0.00514258239221053,4.369314115230108e-05,5,True,252,3500,1,1,0 days 00:00:00.280053,SPY,1.037367640676096,1.0641961259174395
15,2005-07-13 21:46:00+00:00,-1807.4536227960284,-1793.3359064459828,-1801.772946227575,0.0051383624956656965,4.355272929380289e-05,5,True,252,3500,1,1,0 days 00:00:00.397348,SPY,0.01871672439120406,0.011246290001444658
16,2005-07-20 21:46:00+00:00,-1815.0130163107892,-1800.8952999607436,-1809.3323397423358,0.005080352501187467,4.2243692987057266e-05,5,True,252,3500,1,1,0 days 00:00:00.312861,SPY,1.8931791605533446,1.8837593609281849
17,2005-07-27 21:46:00+00:00,-1817.0057285609441,-1802.8880122108985,-1811.3250519924907,0.005046439635263968,4.1910955771515775e-05,5,True,252,3500,1,1,0 days 00:00:00.192000,SPY,,
18,2005-08-03 21:46:00+00:00,-1824.504123708878,-1810.3864073588325,-1818.8234471404246,0.005007828829818518,4.069131929278572e-05,5,True,252,3500,1,1,0 days 00:00:00.432006,SPY,0.018347828940692888,0.01158518825808637
19,2005-08-10 21:46:00+00:00,-1832.8880948795254,-1818.7703785294798,-1827.207418311072,0.004939595157098641,3.935231050121962e-05,5,True,252,3500,1,1,0 days 00:00:00.377910,SPY,0.01873444364040745,0.01149770914030207
20,2005-08-17 21:46:00+00:00,-1833.6270904425678,-1819.5093740925222,-1827.9464138741143,0.004936970499219197,3.923416818476027e-05,5,True,252,3500,1,1,0 days 00:00:00.581538,SPY,0.019421901912988173,0.011762585522328499
21,2005-08-24 21:46:00+00:00,-1833.0199586654726,-1818.902242315427,-1827.3392820970191,0.004904181109087732,3.9329460994997495e-05,5,True,252,3500,1,1,0 days 00:00:00.408519,SPY,0.015936296643292148,0.0256219471270939
22,2005-08-31 21:46:00+00:00,-1834.361210452509,-1820.2434941024635,-1828.6805338840556,0.00489351984674096,3.9120062527572365e-05,5,True,252,3500,1,1,0 days 00:00:00.420552,SPY,0.011451163979657921,0.022888744698884668
23,2005-09-08 21:46:00+00:00,-1825.5554185520846,-1811.437702202039,-1819.874741983631,0.0049782416983820505,4.0512582922765777e-05,5,True,252,3500,1,1,0 days 00:00:00.276664,SPY,1.1583768517737378,1.1421974394221683
24,2005-09-15 21:46:00+00:00,-1828.5057049613338,-1814.3879886112882,-1822.8250283928803,0.004929222395993807,4.005165793416189e-05,5,True,252,3500,1,1,0 days 00:00:00.383996,SPY,0.01337636863931008,0.023737077879036297
25,2005-09-22 21:46:00+00:00,-1830.223371875889,-1816.1056555258433,-1824.5426953074355,0.004949625935651427,3.97821725022425e-05,5,True,252,3500,1,1,0 days 00:00:00.697566,SPY,0.020435062036690335,0.011131457501227194
26,2005-09-29 21:46:00+00:00,-1834.1511750964005,-1820.0334587463549,-1828.470498527947,0.0048697060751691475,3.9153933833907286e-05,5,True,252,3500,1,1,0 days 00:00:00.320001,SPY,0.8112832895875625,0.7896272772911686
27,2005-10-06 21:46:00+00:00,-1829.8154042259166,-1815.697687875871,-1824.1347276574631,0.004916793170893028,3.98337760140576e-05,5,True,252,3500,1,1,0 days 00:00:00.217005,SPY,,
28,2005-10-13 21:46:00+00:00,-1832.53182276701,-1818.4141064169644,-1826.8511461985565,0.004864125435824972,3.941614048224332e-05,5,True,252,3500,1,1,0 days 00:00:01.027738,SPY,,
29,2005-10-20 21:46:00+00:00,-1817.3058809144518,-1803.1881645644062,-1811.6252043459983,0.004995842557029943,4.1861066159353486e-05,5,True,252,3500,1,1,0 days 00:00:00.322495,SPY,0.0043356708468144005,
30,2005-10-27 21:46:00+00:00,-1813.7046706164292,-1799.5869542663836,-1808.0239940479757,0.005028134272454051,4.246215335239909e-05,5,True,252,3500,1,1,0 days 00:00:00.310557,SPY,0.666273597020448,0.6363981081077579
31,2005-11-03 22:46:00+00:00,-1818.8287033298434,-1804.7109869797978,-1813.14802676139,0.005000681927685763,4.160632577438039e-05,5,True,252,3500,1,1,0 days 00:00:00.308982,SPY,0.8405499748585473,0.7915677833047912
32,2005-11-10 22:46:00+00:00,-1819.9523963646716,-1805.834680014626,-1814.2717197962181,0.004979479412893972,4.142212430660561e-05,5,True,252,3500,1,1,0 days 00:00:00.258823,SPY,0.5501172790653707,0.527234013086384
