,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,2007-05-23 13:30:00+00:00,-1221.5246343012018,-1200.3480597761331,-1213.0036194485215,0.016337058502179206,0.00044021544805920724,5,True,252,3800,2,2,0 days 00:00:01.346005,GDX,0.005518591990954638,0.0023372054085810303,0.02282455839686065,0.028430807154292328
1,2007-05-31 13:30:00+00:00,-1222.6744360946936,-1201.497861569625,-1214.1534212420133,0.016190691690667218,0.00043627019122735475,5,True,252,3800,2,2,0 days 00:00:00.816240,GDX,,,,
2,2007-06-07 13:30:00+00:00,-1225.5551823324458,-1204.3786078073772,-1217.0341674797655,0.01598840514038586,0.0004327654027558968,5,True,252,3800,2,2,0 days 00:00:00.638516,GDX,0.1965042713952267,0.17901775412380336,0.2004236907161717,0.20024055593621853
3,2007-06-14 13:30:00+00:00,-1241.8342636855828,-1220.657689160514,-1233.3132488329024,0.015561358801088493,0.0004065707451984571,5,True,252,3800,2,2,0 days 00:00:00.939321,GDX,0.008797375158106663,0.007925086407718872,0.015650674263081043,0.01922637221250928
4,2007-06-21 13:30:00+00:00,-1244.6794656866828,-1223.5028911616141,-1236.1584508340025,0.015302767159475034,0.00040104798990852025,5,True,252,3800,2,2,0 days 00:00:01.780338,GDX,0.09865210555208279,0.08954802518073078,0.1042896321998864,0.10421553780710771
5,2007-06-28 13:30:00+00:00,-1249.6407045826136,-1228.464130057545,-1241.1196897299333,0.015151067505044559,0.0003932470480858909,5,True,252,3800,2,2,0 days 00:00:01.684450,GDX,0.13549456043234936,0.12283943092408946,0.1451692536981776,0.1450944032151715
6,2007-07-06 13:30:00+00:00,-1267.8659181288044,-1246.6893436037358,-1259.3449032761241,0.015037670914334498,0.00036582046217981963,5,True,252,3800,2,2,0 days 00:00:01.103711,GDX,0.03650654918946864,0.031660637556675475,0.013484775527399092,0.024547635705179434
7,2007-07-13 13:30:00+00:00,-1266.506481137747,-1245.3299066126783,-1257.9854662850667,0.014692533959105676,0.0003675546260797522,5,True,252,3800,2,2,0 days 00:00:01.088184,GDX,0.24602471908450663,0.2246327111639577,0.25612272405829656,0.2560584633170378
8,2007-07-20 13:30:00+00:00,-1271.6364928754456,-1250.459918350377,-1263.1154780227653,0.014748854054221454,0.0003600993984869169,5,True,252,3800,2,2,0 days 00:00:01.355834,GDX,0.03498624009641802,0.025423051723071046,0.022623396255066278,0.023740295177799554
9,2007-07-27 13:30:00+00:00,-1277.3220893632174,-1256.1455148381488,-1268.801074510537,0.014283326014553349,0.0003517312937337959,5,True,252,3800,2,2,0 days 00:00:01.854729,GDX,0.21485592362342065,0.19716903114315606,0.2240919253564452,0.22403048749745127
