,No._Trades,relative_Pnl,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,367,1323.6666666666667,0.9863387978142076,-4.5,187.5,24.39344262295082,532.7727985308608,23.081871642716948,,
