,No._Trades,Hit_Rate,Minimum,Maximum,Mean,Variance,Std_Dev,Skew,Kurtosis
0,550,0.9890710382513661,-0.28125,1.75,0.24285632422586523,0.06498843435536665,0.25492829257531746,,
