,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,1969-02-07 14:30:00+00:00,-1428.4502859725408,-1407.2737114474721,-1419.9292711198605,0.010183680843369488,0.00019268082928723416,5,True,252,10000,2,2,0 days 00:00:01.254571,NEM,0.37944559737169536,0.34042069881235365,0.3963294771086975,0.3888293641131418
1,1969-02-17 14:30:00+00:00,-1430.448670330657,-1409.2720958055884,-1421.9276554779767,0.010215302408087582,0.00019114246371923645,5,True,252,10000,2,2,0 days 00:00:00.613182,NEM,0.2179338547100277,0.1940827816130306,0.22810058217733353,0.2229363227590991
2,1969-02-25 14:30:00+00:00,-1420.5076335744857,-1399.331059049417,-1411.9866187218054,0.010482248838598947,0.00019890769449204795,5,True,252,10000,2,2,0 days 00:00:00.688427,NEM,0.1561667098489088,0.1378657046296221,0.16571777846698782,0.16140423268516088
3,1969-03-04 14:30:00+00:00,-1423.2314276135862,-1402.0548530885176,-1414.710412760906,0.010382035619620042,0.00019676523327995495,5,True,252,10000,2,2,0 days 00:00:00.581913,NEM,0.19097531354405647,0.16920689643638243,0.20001456401603956,0.195035857018415
4,1969-03-11 14:30:00+00:00,-1420.2369175497206,-1399.060343024652,-1411.7159026970403,0.010447151241082737,0.00019915464094567742,5,True,252,10000,2,2,0 days 00:00:00.486287,NEM,0.19908600205553725,0.1773883318307959,0.20814222603004545,0.202934565324042
5,1969-03-18 14:30:00+00:00,-1416.0162208265351,-1394.8396463014665,-1407.4952059738548,0.010541388392792948,0.000202430737307294,5,True,252,10000,2,2,0 days 00:00:00.666727,NEM,0.02511862269677345,0.024219822665630636,0.011667542283031834,0.01969011199746023
6,1969-03-25 14:30:00+00:00,-1415.630216730931,-1394.4536422058623,-1407.1092018782506,0.01047936457581215,0.00020279682230058308,5,True,252,10000,2,2,0 days 00:00:00.505372,NEM,0.025248001414726197,0.017682296086620912,0.019856045183262193,0.01778522966591886
7,1969-04-02 14:30:00+00:00,-1416.305726287836,-1395.1291517627674,-1407.7847114351557,0.010533170737396368,0.00020227027248299567,5,True,252,10000,2,2,0 days 00:00:00.626584,NEM,0.03585113222678917,0.049359049479744274,0.03395490592532297,0.06810856138543109
8,1969-04-10 14:30:00+00:00,-1415.8742548220202,-1394.6976802969516,-1407.35323996934,0.010598617291586546,0.00020272907921465043,5,True,252,10000,2,2,0 days 00:00:01.079435,NEM,0.025201915986155034,0.024220071591250676,0.012213221461427348,0.025265556296473906
9,1969-04-17 14:30:00+00:00,-1424.4417464151907,-1403.265171890122,-1415.9207315625104,0.0104989322407042,0.000195873451590676,5,True,252,10000,2,2,0 days 00:00:00.513353,NEM,,,,
10,1969-04-24 14:30:00+00:00,-1435.3561249268992,-1414.1795504018305,-1426.8351100742188,0.01018246253170995,0.00018752500598487396,5,True,252,10000,2,2,0 days 00:00:00.850178,NEM,0.2349147855540736,0.21442822791826277,0.246534592896797,0.23635850632578276
11,1969-05-01 13:30:00+00:00,-1440.579556923984,-1419.4029823989154,-1432.0585420713037,0.010123917420562486,0.00018355908189851368,5,True,252,10000,2,2,0 days 00:00:00.416773,NEM,0.032963146208044226,0.0244716696515739,0.014875280926514436,0.016902214388901562
12,1969-05-08 13:30:00+00:00,-1426.1068519664345,-1404.930277441366,-1417.5858371137542,0.010232866912644028,0.0001944861081236464,5,True,252,10000,2,2,0 days 00:00:00.723746,NEM,0.2772459859008065,0.25741495017832594,0.28813868284264466,0.28112381898263744
13,1969-05-15 13:30:00+00:00,-1426.340520735424,-1405.1639462103553,-1417.8195058827437,0.010253626803835614,0.00019428494881439337,5,True,252,10000,2,2,0 days 00:00:00.481273,NEM,0.033014640218458395,0.02462178436418543,0.01641303661602625,0.023598800582448218
14,1969-05-22 13:30:00+00:00,-1429.4954128471868,-1408.3188383221182,-1420.9743979945065,0.010124989046178682,0.00019182290697936932,5,True,252,10000,2,2,0 days 00:00:00.596855,NEM,0.02711807905854267,0.020762739975527703,0.018475221003128678,
15,1969-05-29 13:30:00+00:00,-1427.3644353392751,-1406.1878608142065,-1418.8434204865948,0.01014733616484175,0.0001935431410826294,5,True,252,10000,2,2,0 days 00:00:00.791182,NEM,0.01511286966982767,0.0025402696757224506,0.0242280097696406,0.02021450746843848
16,1969-06-06 13:30:00+00:00,-1421.0961185526185,-1399.9195440275498,-1412.5751036999382,0.010352631317053359,0.0001984120663086226,5,True,252,10000,2,2,0 days 00:00:00.521303,NEM,0.030508552008442904,0.022164870189121375,0.01156485475448339,
17,1969-06-13 13:30:00+00:00,-1423.3249489068012,-1402.1483743817325,-1414.8039340541209,0.010394611093513223,0.0001966130596150041,5,True,252,10000,2,2,0 days 00:00:00.458657,NEM,0.016696026714520747,0.016116224295729,0.012922974030184836,0.01912951403093214
