,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close
0,2012-09-26 13:30:00+00:00,-1266.9166392147558,-1252.7989228647102,-1261.2359626463024,0.014823206462881483,0.0003718306441120254,5,True,252,2500,1,1,0 days 00:00:00.165999,WEAT,0.4302392747798181,0.4067833328156805
1,2012-10-03 13:30:00+00:00,-1271.6021967175416,-1257.484480367496,-1265.921520149088,0.014744401122908517,0.000364967597589427,5,True,252,2500,1,1,0 days 00:00:00.176374,WEAT,0.46846212764571155,0.44590607910961927
2,2012-10-10 13:30:00+00:00,-1275.3573560396262,-1261.2396396895806,-1269.6766794711727,0.014558244772022944,0.00035956141322399966,5,True,252,2500,1,1,0 days 00:00:00.158218,WEAT,0.45007486209929365,0.4267208842917857
3,2012-10-17 13:30:00+00:00,-1272.2856770559379,-1258.1679607058923,-1266.6050004874844,0.014722389511170641,0.0003639770092054709,5,True,252,2500,1,1,0 days 00:00:00.150817,WEAT,0.43281704277494604,0.40845336472306937
4,2012-10-24 13:30:00+00:00,-1275.171673527967,-1261.0539571779213,-1269.4909969595135,0.014598171290969226,0.0003598292023389573,5,True,252,2500,1,1,0 days 00:00:00.158947,WEAT,0.48167312442526145,0.45560955008881665
5,2012-11-02 13:30:00+00:00,-1276.3765950948982,-1262.2588787448526,-1270.6959185264448,0.014490145578281498,0.00035812013942860215,5,True,252,2500,1,1,0 days 00:00:00.136066,WEAT,0.47512233389082914,0.4493813185483466
6,2012-11-09 14:30:00+00:00,-1281.1742656726838,-1267.0565493226381,-1275.4935891042303,0.014274022967282082,0.00035136667783566513,5,True,252,2500,1,1,0 days 00:00:00.138092,WEAT,0.5583774788809652,0.532962068314244
7,2012-11-16 14:30:00+00:00,-1279.1662696549238,-1265.0485533048782,-1273.4855930864703,0.014280617614334476,0.0003542186270388354,5,True,252,2500,1,1,0 days 00:00:00.174601,WEAT,0.6870006451110713,0.658357414216071
8,2012-11-27 14:30:00+00:00,-1285.350436656096,-1271.2327203060504,-1279.6697600876425,0.014026043748766396,0.000345621417481566,5,True,252,2500,1,1,0 days 00:00:00.288981,WEAT,0.2116100441670914,0.18204592752765641
9,2012-12-04 14:30:00+00:00,-1290.3059470208009,-1276.1882306707553,-1284.6252704523474,0.013873645911328416,0.0003388618535738168,5,True,252,2500,1,1,0 days 00:00:00.181000,WEAT,0.21196640875661552,0.18166197672056753
10,2012-12-11 14:30:00+00:00,-1291.6564493971623,-1277.5387330471167,-1285.9757728287088,0.013773893567804599,0.0003370294615836271,5,True,252,2500,1,1,0 days 00:00:00.172191,WEAT,0.2929187774791922,0.2576489809129714
11,2012-12-18 14:30:00+00:00,-1292.348962928802,-1278.2312465787563,-1286.6682863603485,0.013773058453358735,0.00033611843366526824,5,True,252,2500,1,1,0 days 00:00:00.232060,WEAT,1.035210052093533,0.9504350852256478
12,2012-12-26 14:30:00+00:00,-1291.8353343228841,-1277.7176179728385,-1286.1546577544307,0.01380609520695223,0.0003368143214205782,5,True,252,2500,1,1,0 days 00:00:00.143912,WEAT,0.7509415871410613,0.7615970092241354
13,2013-01-03 14:30:00+00:00,-1292.247195772537,-1278.1294794224914,-1286.5665192040835,0.013630439986020515,0.00033625943652817715,5,True,252,2500,1,1,0 days 00:00:00.155672,WEAT,0.4682827523805149,0.4408384687755612
14,2013-01-10 14:30:00+00:00,-1295.4802707529793,-1281.3625544029337,-1289.7995941845259,0.013510134564949218,0.00033196769028766336,5,True,252,2500,1,1,0 days 00:00:00.167093,WEAT,0.4292518895063498,0.4046700565875446
15,2013-01-17 14:30:00+00:00,-1294.453516160885,-1280.3357998108395,-1288.7728395924316,0.01359251826855383,0.0003333344190055034,5,True,252,2500,1,1,0 days 00:00:00.214407,WEAT,0.49469315005352016,0.4640749526267233
16,2013-01-25 14:30:00+00:00,-1303.0245930508836,-1288.906876700838,-1297.3439164824301,0.013365861460493383,0.0003221825297434642,5,True,252,2500,1,1,0 days 00:00:00.167365,WEAT,0.42177188594124854,0.395714688188826
17,2013-02-01 14:30:00+00:00,-1304.0636332202903,-1289.9459168702447,-1298.3829566518368,0.013372290167122724,0.00032089025574356825,5,True,252,2500,1,1,0 days 00:00:00.174014,WEAT,0.3865944358267252,0.361821883985827
18,2013-02-08 14:30:00+00:00,-1309.2969686465067,-1295.179252296461,-1303.6162920780532,0.013222915232019333,0.00031425612631827627,5,True,252,2500,1,1,0 days 00:00:00.160053,WEAT,0.3872885569630265,0.36426178065237597
19,2013-02-15 14:30:00+00:00,-1308.0080686569045,-1293.8903523068589,-1302.327392088451,0.013299251363843597,0.0003158843181018603,5,True,252,2500,1,1,0 days 00:00:00.168364,WEAT,0.3530519259366728,0.32954112720249706
