time,open,high,low,close,"LUC1!, HKEX: Open","LUC1!, HKEX: High","LUC1!, HKEX: Low","LUC1!, HKEX: Close","COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net,MA,Smoothing Line,Volume,Volume MA,OI,Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net
2015-02-26T23:00:00Z,2.698,2.7,2.66,2.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91161,-50893,40268,50336,-80639,-30303,12370,-22335,-9965,NaN,NaN,NaN,NaN,171520,91161,-50893,40268,50336,-80639,-30303,12370,-22335,-9965
2015-03-01T23:00:00Z,2.6985,2.718,2.677,2.694,NaN,NaN,NaN,NaN,372.45,375.3,370.8,372.85,91161,-50893,40268,50336,-80639,-30303,12370,-22335,-9965,NaN,NaN,NaN,NaN,171520,91161,-50893,40268,50336,-80639,-30303,12370,-22335,-9965
2015-03-02T23:00:00Z,2.692,2.695,2.629,2.655,NaN,NaN,NaN,NaN,371.5,371.5,363.75,366.65,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123,NaN,NaN,NaN,NaN,163020,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123
2015-03-03T23:00:00Z,2.655,2.676,2.6375,2.6585,NaN,NaN,NaN,NaN,367.5,371.6,365.4,370.25,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123,NaN,NaN,NaN,NaN,163020,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123
2015-03-04T23:00:00Z,2.6625,2.6795,2.6475,2.6525,NaN,NaN,NaN,NaN,370.85,372.35,368.6,369.25,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123,NaN,NaN,NaN,NaN,163020,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123
2015-03-05T23:00:00Z,2.652,2.656,2.605,2.6145,NaN,NaN,NaN,NaN,368.5,369.2,365.4,366,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123,NaN,NaN,NaN,NaN,163020,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123
2015-03-08T22:00:00Z,2.6135,2.6775,2.5925,2.6645,NaN,NaN,NaN,NaN,365.1,374.4,364.3,374.05,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123,NaN,NaN,NaN,NaN,163020,87470,-55536,31934,51043,-73854,-22811,11495,-20618,-9123
2015-03-09T22:00:00Z,2.668,2.6695,2.6055,2.6205,NaN,NaN,NaN,NaN,372.8,372.8,365.6,367.7,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826,NaN,NaN,NaN,NaN,164239,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826
2015-03-10T22:00:00Z,2.62,2.6475,2.5995,2.607,NaN,NaN,NaN,NaN,369.3,370.8,364.4,365.05,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826,NaN,NaN,NaN,NaN,164239,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826
2015-03-11T22:00:00Z,2.6055,2.68,2.5985,2.661,NaN,NaN,NaN,NaN,364.35,373.35,364.25,371.2,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826,NaN,NaN,NaN,NaN,164239,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826
2015-03-12T22:00:00Z,2.662,2.6745,2.6465,2.6745,NaN,NaN,NaN,NaN,372.65,375.5,371.2,375.15,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826,NaN,NaN,NaN,NaN,164239,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826
2015-03-15T22:00:00Z,2.673,2.6845,2.651,2.663,NaN,NaN,NaN,NaN,375.75,375.75,372.1,373.3,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826,NaN,NaN,NaN,NaN,164239,88084,-55730,32354,53309,-74837,-21528,10884,-21710,-10826
2015-03-16T22:00:00Z,2.6625,2.6765,2.609,2.635,NaN,NaN,NaN,NaN,372,372,365.2,368.95,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623,NaN,NaN,NaN,NaN,164490,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623
2015-03-17T22:00:00Z,2.637,2.6455,2.5525,2.6135,NaN,NaN,NaN,NaN,367.15,367.25,357.3,358.3,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623,NaN,NaN,NaN,NaN,164490,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623
2015-03-18T22:00:00Z,2.61,2.6675,2.5955,2.6595,NaN,NaN,NaN,NaN,360.2,371.15,360.2,370.7,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623,NaN,NaN,NaN,NaN,164490,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623
2015-03-19T22:00:00Z,2.6655,2.774,2.645,2.751,NaN,NaN,NaN,NaN,370,384.8,367.8,382.25,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623,NaN,NaN,NaN,NaN,164490,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623
2015-03-22T22:00:00Z,2.761,2.9145,2.755,2.876,NaN,NaN,NaN,NaN,384.2,387.3,381.8,386.2,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623,NaN,NaN,NaN,NaN,164490,85615,-57445,28170,55248,-72795,-17547,11959,-22582,-10623
2015-03-23T22:00:00Z,2.878,2.8875,2.775,2.7945,NaN,NaN,NaN,NaN,385.05,389.85,384.6,387.75,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496,NaN,NaN,NaN,NaN,165590,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496
2015-03-24T22:00:00Z,2.794,2.808,2.773,2.7875,NaN,NaN,NaN,NaN,386,387.7,383.95,387.15,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496,NaN,NaN,NaN,NaN,165590,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496
2015-03-25T22:00:00Z,2.7905,2.869,2.7835,2.8095,NaN,NaN,NaN,NaN,387.8,398.8,387.8,392.45,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496,NaN,NaN,NaN,NaN,165590,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496
2015-03-26T22:00:00Z,2.806,2.8095,2.756,2.7645,NaN,NaN,NaN,NaN,391.2,391.2,382.75,384.85,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496,NaN,NaN,NaN,NaN,165590,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496
2015-03-29T22:00:00Z,2.76,2.7925,2.748,2.783,NaN,NaN,NaN,NaN,384.45,387,383.25,384.85,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496,NaN,NaN,NaN,NaN,165590,81659,-64083,17576,58237,-67317,-9080,12650,-21146,-8496
2015-03-30T22:00:00Z,2.7785,2.787,2.735,2.7415,NaN,NaN,NaN,NaN,384.1,385.05,378,378.45,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760,NaN,NaN,NaN,NaN,170125,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760
2015-03-31T22:00:00Z,2.741,2.7615,2.7095,2.743,NaN,NaN,NaN,NaN,380,382.8,374.45,378.7,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760,NaN,NaN,NaN,NaN,170125,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760
2015-04-01T22:00:00Z,2.744,2.7655,2.7165,2.7315,NaN,NaN,NaN,NaN,377.5,377.95,375.05,375.5,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760,NaN,NaN,NaN,NaN,170125,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760
2015-04-05T22:00:00Z,2.7315,2.831,2.6935,2.716,NaN,NaN,NaN,NaN,377.5,389.8,371.45,374.2,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760,NaN,NaN,NaN,NaN,170125,82059,-69145,12914,60278,-64432,-4154,12060,-20820,-8760
2015-04-06T22:00:00Z,2.7165,2.777,2.712,2.7575,NaN,NaN,NaN,NaN,375.5,383.15,375.5,380.6,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180,NaN,NaN,NaN,NaN,171006,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180
2015-04-07T22:00:00Z,2.755,2.7685,2.7235,2.7375,NaN,NaN,NaN,NaN,380,382.4,375.9,377.15,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180,NaN,NaN,NaN,NaN,171006,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180
2015-04-08T22:00:00Z,2.7345,2.7595,2.7155,2.7255,NaN,NaN,NaN,NaN,376.05,380.3,374.85,376.3,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180,NaN,NaN,NaN,NaN,171006,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180
2015-04-09T22:00:00Z,2.724,2.78,2.7215,2.7345,NaN,NaN,NaN,NaN,377.9,382.55,376.6,377,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180,NaN,NaN,NaN,NaN,171006,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180
2015-04-12T22:00:00Z,2.736,2.762,2.7125,2.717,NaN,NaN,NaN,NaN,378.2,381.25,375.35,375.6,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180,NaN,NaN,NaN,NaN,171006,82527,-71351,11176,58765,-63761,-4996,13545,-19725,-6180
2015-04-13T22:00:00Z,2.717,2.726,2.675,2.704,NaN,NaN,NaN,NaN,375,375,369.15,372.5,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600,NaN,NaN,NaN,NaN,165760,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600
2015-04-14T22:00:00Z,2.704,2.7275,2.6685,2.7215,NaN,NaN,NaN,NaN,372.45,375.9,368.8,375.5,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600,NaN,NaN,NaN,NaN,165760,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600
2015-04-15T22:00:00Z,2.7225,2.7875,2.719,2.775,NaN,NaN,NaN,NaN,376.9,383.75,376.1,383,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600,NaN,NaN,NaN,NaN,165760,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600
2015-04-16T22:00:00Z,2.7775,2.809,2.7615,2.798,NaN,NaN,NaN,NaN,382.5,386.8,381.55,384,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600,NaN,NaN,NaN,NaN,165760,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600
2015-04-19T22:00:00Z,2.814,2.8295,2.722,2.728,NaN,NaN,NaN,NaN,386.1,387,379.2,380.9,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600,NaN,NaN,NaN,NaN,165760,81400,-66570,14830,54693,-61923,-7230,14169,-21769,-7600
2015-04-20T22:00:00Z,2.728,2.739,2.688,2.6975,NaN,NaN,NaN,NaN,381.25,381.6,373.85,374.55,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109,NaN,NaN,NaN,NaN,157721,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109
2015-04-21T22:00:00Z,2.6965,2.7085,2.663,2.6695,NaN,NaN,NaN,NaN,374.45,376.55,371.25,371.95,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109,NaN,NaN,NaN,NaN,157721,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109
2015-04-22T22:00:00Z,2.668,2.7035,2.6475,2.697,NaN,NaN,NaN,NaN,370.85,378,370.25,376.95,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109,NaN,NaN,NaN,NaN,157721,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109
2015-04-23T22:00:00Z,2.7,2.761,2.684,2.739,NaN,NaN,NaN,NaN,376.3,387.4,376.3,385.1,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109,NaN,NaN,NaN,NaN,157721,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109
2015-04-26T22:00:00Z,2.746,2.785,2.732,2.778,NaN,NaN,NaN,NaN,386.95,389.6,385.4,387.65,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109,NaN,NaN,NaN,NaN,157721,79538,-64110,15428,50483,-62802,-12319,14870,-17979,-3109
2015-04-27T22:00:00Z,2.7755,2.787,2.7475,2.7795,NaN,NaN,NaN,NaN,386.2,388.15,384.15,386.95,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213,NaN,NaN,NaN,NaN,154447,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213
2015-04-28T22:00:00Z,2.786,2.804,2.76,2.794,NaN,NaN,NaN,NaN,385,391.35,383.4,390.6,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213,NaN,NaN,NaN,NaN,154447,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213
2015-04-29T22:00:00Z,2.7935,2.89,2.788,2.881,NaN,NaN,NaN,NaN,396.95,410.65,395.5,408.4,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213,NaN,NaN,NaN,NaN,154447,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213
2015-04-30T22:00:00Z,2.885,2.9375,2.875,2.935,NaN,NaN,NaN,NaN,411.25,416.8,410,416.35,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213,NaN,NaN,NaN,NaN,154447,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213
2015-05-03T22:00:00Z,2.932,2.933,2.8925,2.9095,NaN,NaN,NaN,NaN,414.3,415.2,412.9,413.75,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213,NaN,NaN,NaN,NaN,154447,81832,-61536,20296,50505,-66588,-16083,12578,-16791,-4213
2015-05-04T22:00:00Z,2.9105,2.956,2.8995,2.9285,NaN,NaN,NaN,NaN,412.9,418.15,410.85,414.45,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226,NaN,NaN,NaN,NaN,166179,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226
2015-05-05T22:00:00Z,2.931,2.947,2.902,2.926,NaN,NaN,NaN,NaN,415.15,418,411.55,414.95,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226,NaN,NaN,NaN,NaN,166179,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226
2015-05-06T22:00:00Z,2.9275,2.9375,2.905,2.9185,NaN,NaN,NaN,NaN,414.1,420.5,413,416.45,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226,NaN,NaN,NaN,NaN,166179,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226
2015-05-07T22:00:00Z,2.915,2.933,2.888,2.912,NaN,NaN,NaN,NaN,416.5,418.35,411.5,414.25,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226,NaN,NaN,NaN,NaN,166179,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226
2015-05-10T22:00:00Z,2.9285,2.9295,2.896,2.913,NaN,NaN,NaN,NaN,413.5,415.95,412,413.95,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226,NaN,NaN,NaN,NaN,166179,78884,-75206,3678,63530,-63982,-452,14388,-17614,-3226
2015-05-11T22:00:00Z,2.911,2.946,2.9,2.9295,NaN,NaN,NaN,NaN,415.2,421.4,414.8,419.35,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903,NaN,NaN,NaN,NaN,178077,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903
2015-05-12T22:00:00Z,2.928,2.9475,2.912,2.932,NaN,NaN,NaN,NaN,418.7,420.7,414.4,417.05,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903,NaN,NaN,NaN,NaN,178077,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903
2015-05-13T22:00:00Z,2.9325,2.939,2.9065,2.9195,NaN,NaN,NaN,NaN,416.05,416.95,411.1,411.5,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903,NaN,NaN,NaN,NaN,178077,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903
2015-05-14T22:00:00Z,2.92,2.9315,2.8955,2.929,NaN,NaN,NaN,NaN,412.2,414.25,409.35,412.1,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903,NaN,NaN,NaN,NaN,178077,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903
2015-05-17T22:00:00Z,2.9255,2.949,2.893,2.908,NaN,NaN,NaN,NaN,413.2,414.95,410.15,411.5,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903,NaN,NaN,NaN,NaN,178077,77044,-82657,-5613,73722,-65206,8516,15645,-18548,-2903
2015-05-18T22:00:00Z,2.9085,2.913,2.826,2.8375,NaN,NaN,NaN,NaN,412.05,412.7,401.55,402.45,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565,NaN,NaN,NaN,NaN,179210,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565
2015-05-19T22:00:00Z,2.8375,2.8435,2.8205,2.829,NaN,NaN,NaN,NaN,402.7,403.15,399.7,400.8,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565,NaN,NaN,NaN,NaN,179210,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565
2015-05-20T22:00:00Z,2.829,2.8605,2.828,2.8515,NaN,NaN,NaN,NaN,402.25,404.35,401.25,402.85,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565,NaN,NaN,NaN,NaN,179210,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565
2015-05-21T22:00:00Z,2.852,2.8555,2.7895,2.792,NaN,NaN,NaN,NaN,402.6,403.6,394.65,396.5,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565,NaN,NaN,NaN,NaN,179210,77109,-83885,-6776,73598,-64257,9341,15502,-18067,-2565
2015-05-24T22:00:00Z,2.7995,2.8345,2.773,2.777,NaN,NaN,NaN,NaN,399.5,400.65,394.1,394.4,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258,NaN,NaN,NaN,NaN,172622,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258
2015-05-26T22:00:00Z,2.777,2.7905,2.7585,2.7635,NaN,NaN,NaN,NaN,395.4,397,392.35,393.85,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258,NaN,NaN,NaN,NaN,172622,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258
2015-05-27T22:00:00Z,2.7635,2.784,2.7585,2.7685,NaN,NaN,NaN,NaN,393.75,394.5,391.55,392.45,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258,NaN,NaN,NaN,NaN,172622,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258
2015-05-28T22:00:00Z,2.77,2.784,2.7245,2.735,NaN,NaN,NaN,NaN,393.8,393.95,386,386.65,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258,NaN,NaN,NaN,NaN,172622,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258
2015-05-31T22:00:00Z,2.728,2.7425,2.71,2.7145,NaN,NaN,NaN,NaN,386.95,387.5,383.85,384.35,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258,NaN,NaN,NaN,NaN,172622,78383,-78749,-366,64899,-63275,1624,15050,-16308,-1258
2015-06-01T22:00:00Z,2.7155,2.745,2.714,2.7375,NaN,NaN,NaN,NaN,385.2,388.45,385.05,387.15,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835,NaN,NaN,NaN,NaN,160588,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835
2015-06-02T22:00:00Z,2.7375,2.749,2.72,2.725,NaN,NaN,NaN,NaN,387.7,389.3,385.8,387.7,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835,NaN,NaN,NaN,NaN,160588,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835
2015-06-03T22:00:00Z,2.7265,2.7315,2.6765,2.6885,NaN,NaN,NaN,NaN,387.45,388.4,380.3,381.35,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835,NaN,NaN,NaN,NaN,160588,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835
2015-06-04T22:00:00Z,2.6865,2.708,2.67,2.702,NaN,NaN,NaN,NaN,380.8,384.75,378.45,382.55,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835,NaN,NaN,NaN,NaN,160588,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835
2015-06-07T22:00:00Z,2.7025,2.706,2.6825,2.7035,NaN,NaN,NaN,NaN,383.75,384.5,381.3,383.55,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835,NaN,NaN,NaN,NaN,160588,79435,-67856,11579,50709,-59453,-8744,13921,-16756,-2835
2015-06-08T22:00:00Z,2.7045,2.7355,2.695,2.714,NaN,NaN,NaN,NaN,384.2,387.7,381.9,385.1,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291,NaN,NaN,NaN,NaN,171541,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291
2015-06-09T22:00:00Z,2.7115,2.767,2.7105,2.7435,NaN,NaN,NaN,NaN,385.35,391.25,384.2,388.05,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291,NaN,NaN,NaN,NaN,171541,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291
2015-06-10T22:00:00Z,2.7415,2.7495,2.6575,2.673,NaN,NaN,NaN,NaN,387.15,387.85,376.8,378.9,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291,NaN,NaN,NaN,NaN,171541,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291
2015-06-11T22:00:00Z,2.6735,2.684,2.66,2.676,NaN,NaN,NaN,NaN,378.75,380.95,377.2,380.7,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291,NaN,NaN,NaN,NaN,171541,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291
2015-06-14T22:00:00Z,2.6755,2.681,2.6255,2.648,NaN,NaN,NaN,NaN,378.75,378.85,372.9,375.45,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291,NaN,NaN,NaN,NaN,171541,81795,-64122,17673,50677,-64059,-13382,13887,-18178,-4291
2015-06-15T22:00:00Z,2.6435,2.6555,2.6105,2.6145,NaN,NaN,NaN,NaN,375.9,377,371.25,371.45,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382,NaN,NaN,NaN,NaN,181765,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382
2015-06-16T22:00:00Z,2.6125,2.6325,2.598,2.6135,NaN,NaN,NaN,NaN,371.65,373.8,369.25,370.4,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382,NaN,NaN,NaN,NaN,181765,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382
2015-06-17T22:00:00Z,2.6135,2.6425,2.601,2.605,NaN,NaN,NaN,NaN,372.2,373,366.45,366.65,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382,NaN,NaN,NaN,NaN,181765,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382
2015-06-18T22:00:00Z,2.6015,2.6165,2.558,2.5735,NaN,NaN,NaN,NaN,366.9,368.7,359.15,360.4,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382,NaN,NaN,NaN,NaN,181765,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382
2015-06-21T22:00:00Z,2.572,2.581,2.5595,2.5725,NaN,NaN,NaN,NaN,360.95,362.55,359.3,360.3,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382,NaN,NaN,NaN,NaN,181765,86938,-66044,20894,53535,-70047,-16512,14442,-18824,-4382
2015-06-22T22:00:00Z,2.5715,2.6295,2.5685,2.6095,NaN,NaN,NaN,NaN,361.9,369.3,361.9,367.15,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874,NaN,NaN,NaN,NaN,184635,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874
2015-06-23T22:00:00Z,2.6085,2.649,2.5995,2.623,NaN,NaN,NaN,NaN,367.35,371.9,365.35,368.75,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874,NaN,NaN,NaN,NaN,184635,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874
2015-06-24T22:00:00Z,2.6205,2.6305,2.594,2.6265,NaN,NaN,NaN,NaN,369.5,369.5,364.25,368.3,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874,NaN,NaN,NaN,NaN,184635,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874
2015-06-25T22:00:00Z,2.625,2.654,2.6205,2.65,NaN,NaN,NaN,NaN,369.3,372.4,368,371.2,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874,NaN,NaN,NaN,NaN,184635,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874
2015-06-28T22:00:00Z,2.62,2.655,2.616,2.632,NaN,NaN,NaN,NaN,373.15,378.65,373.1,374.8,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874,NaN,NaN,NaN,NaN,184635,88108,-61595,26513,54093,-77732,-23639,15245,-18119,-2874
2015-06-29T22:00:00Z,2.634,2.6415,2.589,2.6175,NaN,NaN,NaN,NaN,375.35,376.25,368.65,371.9,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907,NaN,NaN,NaN,NaN,166278,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907
2015-06-30T22:00:00Z,2.6145,2.6495,2.6025,2.6295,NaN,NaN,NaN,NaN,371.95,376.65,370.35,373.95,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907,NaN,NaN,NaN,NaN,166278,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907
2015-07-01T22:00:00Z,2.6285,2.646,2.621,2.637,NaN,NaN,NaN,NaN,374.25,375.25,371.9,372.35,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907,NaN,NaN,NaN,NaN,166278,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907
2015-07-02T22:00:00Z,2.605,2.6095,2.504,2.535,NaN,NaN,NaN,NaN,368,368,355.9,357.3,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907,NaN,NaN,NaN,NaN,166278,77411,-52697,24714,59718,-81525,-21807,14227,-17134,-2907
2015-07-06T22:00:00Z,2.538,2.5455,2.387,2.4605,NaN,NaN,NaN,NaN,357.2,358.2,338.8,348.25,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696,NaN,NaN,NaN,NaN,167008,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696
2015-07-07T22:00:00Z,2.4635,2.5215,2.381,2.491,NaN,NaN,NaN,NaN,347.65,357.1,338.6,353.3,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696,NaN,NaN,NaN,NaN,167008,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696
2015-07-08T22:00:00Z,2.496,2.5965,2.487,2.549,NaN,NaN,NaN,NaN,355.6,365.8,355.05,359.65,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696,NaN,NaN,NaN,NaN,167008,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696
2015-07-09T22:00:00Z,2.55,2.572,2.5215,2.542,NaN,NaN,NaN,NaN,360,360.9,356.5,358.7,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696,NaN,NaN,NaN,NaN,167008,80720,-49595,31125,55639,-81068,-25429,14404,-20100,-5696
