time,open,high,low,close,"SOY1!, BMFBOVESPA: Open","SOY1!, BMFBOVESPA: High","SOY1!, BMFBOVESPA: Low","SOY1!, BMFBOVESPA: Close","SOJ.ROS1!, MATBAROFEX: Open","SOJ.ROS1!, MATBAROFEX: High","SOJ.ROS1!, MATBAROFEX: Low","SOJ.ROS1!, MATBAROFEX: Close","TGSB1!*JPYUSD, TOCOM: Open","TGSB1!*JPYUSD, TOCOM: High","TGSB1!*JPYUSD, TOCOM: Low","TGSB1!*JPYUSD, TOCOM: Close",Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net,MA,Smoothing Line,Volume,Volume MA,OI,Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net
2008-02-01T01:00:00Z,1275.25,1298.5,1275.25,1287.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,582.1310000000001,587.337,579.9528,581.7255,255180,-363297,-108117,182690,-34701,147989,62270,-102142,-39872,NaN,NaN,NaN,NaN,NaN,255180,-363297,-108117,182690,-34701,147989,62270,-102142,-39872
2008-02-04T01:00:00Z,1289.5,1328,1288.5,1326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,594.7875,598.6125000000001,594.15,594.15,255180,-363297,-108117,182690,-34701,147989,62270,-102142,-39872,NaN,NaN,NaN,NaN,NaN,255180,-363297,-108117,182690,-34701,147989,62270,-102142,-39872
2008-02-05T01:00:00Z,1328.25,1330,1309.5,1323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,613.722,614.3805,613.722,613.722,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892
2008-02-06T01:00:00Z,1329.25,1373,1316,1318.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,619.7667,626.4237,617.6254,618.9522,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892
2008-02-07T01:00:00Z,1315.5,1334.5,1301,1331.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,610.2755999999999,619.74,604.395,610.5,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892
2008-02-08T01:00:00Z,1336.5,1374.5,1329.5,1339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.4499999999999,628.842,623.4499999999999,624.1239999999999,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892
2008-02-11T01:00:00Z,1345.25,1354.5,1313.5,1326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892,NaN,NaN,NaN,NaN,NaN,252103,-369404,-117301,194232,-40039,154193,71644,-108536,-36892
2008-02-12T01:00:00Z,1327,1346.5,1306.5,1321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,628.029,645.1500000000001,626.0031,639.1665,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409,NaN,NaN,NaN,NaN,NaN,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409
2008-02-13T01:00:00Z,1319.75,1334,1312,1328.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.3712,639.0591,613.683,613.683,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409,NaN,NaN,NaN,NaN,NaN,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409
2008-02-14T01:00:00Z,1333.25,1369.5,1329,1368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.158,638.3843999999999,625.158,635.6268,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409,NaN,NaN,NaN,NaN,NaN,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409
2008-02-15T01:00:00Z,1388,1404.5,1375,1391.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.3078,649.5072,629.6338000000001,636.87,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409,NaN,NaN,NaN,NaN,NaN,255864,-369817,-113953,197116,-44754,152362,66143,-104552,-38409
2008-02-19T01:00:00Z,1396,1428.75,1393,1417.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,668.3887,674.9344,668.3887,671.2979,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235,NaN,NaN,NaN,NaN,NaN,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235
2008-02-20T01:00:00Z,1419,1419.75,1406.25,1417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,663.6370000000001,685.4208,661.48,673.992,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235,NaN,NaN,NaN,NaN,NaN,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235
2008-02-21T01:00:00Z,1418,1436.75,1406.75,1424.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,686.872,692.8448,685.4,690.6107999999999,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235,NaN,NaN,NaN,NaN,NaN,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235
2008-02-22T01:00:00Z,1427,1440.25,1416,1438.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,688.5735999999999,701.998,688.5735999999999,696.7424,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235,NaN,NaN,NaN,NaN,NaN,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235
2008-02-25T01:00:00Z,1443,1485.5,1437,1469.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,709.7344,710.4992,703.34,703.616,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235,NaN,NaN,NaN,NaN,NaN,266005,-384516,-118511,201702,-48956,152746,69013,-103248,-34235
2008-02-26T01:00:00Z,1470,1493.75,1442.75,1484.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,715.8933,722.8889999999999,691.3026,695.8062,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391,NaN,NaN,NaN,NaN,NaN,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391
2008-02-27T01:00:00Z,1488.75,1493,1459,1475.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,712.1214,721.3398000000001,695.8062,701.901,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391,NaN,NaN,NaN,NaN,NaN,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391
2008-02-28T01:00:00Z,1473.25,1515.75,1470,1512.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,689.8524,698.7156,688.8249999999999,696.2,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391,NaN,NaN,NaN,NaN,NaN,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391
2008-02-29T01:00:00Z,1509.5,1539.25,1501,1536.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,689.4032000000001,712.1533999999999,689.4032000000001,711.7697999999999,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391,NaN,NaN,NaN,NaN,NaN,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391
2008-03-03T01:00:00Z,1534,1586.25,1534,1559.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,718.4639999999999,732.7578000000001,718.4639999999999,727.4644,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391,NaN,NaN,NaN,NaN,NaN,263404,-378270,-114866,189976,-44719,145257,66866,-97257,-30391
2008-03-04T01:00:00Z,1561.25,1584.5,1509.5,1510.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,736.3182,747.676,714.023,723.6945,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853,NaN,NaN,NaN,NaN,NaN,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853
2008-03-05T01:00:00Z,1512,1554.75,1479,1508.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,711.5914,715.1615,705.0500000000001,705.4324,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853,NaN,NaN,NaN,NaN,NaN,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853
2008-03-06T01:00:00Z,1514,1535,1458.5,1458.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,711.8166,721.486,700.8111,709.5987,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853,NaN,NaN,NaN,NaN,NaN,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853
2008-03-07T01:00:00Z,1460.75,1461,1408.75,1408.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,696.0327000000001,703.934,696.0327000000001,696.0327000000001,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853,NaN,NaN,NaN,NaN,NaN,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853
2008-03-10T00:00:00Z,1370,1412.75,1358.75,1406.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,675.6837,682.6567,675.6837,681.9594000000001,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853,NaN,NaN,NaN,NaN,NaN,266667,-364795,-98128,175782,-48801,126981,66952,-95805,-28853
2008-03-11T00:00:00Z,1417.5,1440.25,1390,1407.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,661.4214000000001,663.4503,650.6006,650.6006,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955,NaN,NaN,NaN,NaN,NaN,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955
2008-03-12T00:00:00Z,1405,1419.5,1376,1395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,649.9272,664.7904,630.3986,644.1599,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955,NaN,NaN,NaN,NaN,NaN,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955
2008-03-13T00:00:00Z,1393.25,1430.75,1387,1402.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,622.8826,632.3971,622.8826,627.9570000000001,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955,NaN,NaN,NaN,NaN,NaN,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955
2008-03-14T00:00:00Z,1403.75,1422.5,1352.75,1352.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.6576,654.3023999999999,637.6576,650.235,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955,NaN,NaN,NaN,NaN,NaN,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955
2008-03-17T00:00:00Z,1352,1374.25,1302.75,1302.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,636.165,657.687,636.165,647.559,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955,NaN,NaN,NaN,NaN,NaN,266110,-352951,-86841,165821,-50025,115796,61938,-90893,-28955
2008-03-18T00:00:00Z,1254.5,1318.75,1252.75,1307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,626.076,628.524,608.94,608.94,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558,NaN,NaN,NaN,NaN,NaN,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558
2008-03-19T00:00:00Z,1308,1315.5,1257,1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,592.1245,605.2167000000001,588.0450000000001,596.319,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558,NaN,NaN,NaN,NaN,NaN,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558
2008-03-20T00:00:00Z,1229.5,1236,1207,1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558,NaN,NaN,NaN,NaN,NaN,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558
2008-03-24T00:00:00Z,1210.75,1257,1210.75,1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,548.451,550.098,542.412,542.412,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558,NaN,NaN,NaN,NaN,NaN,272122,-359357,-87235,166454,-50661,115793,40738,-69296,-28558
2008-03-25T00:00:00Z,1275.75,1307,1269.5,1307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,563.73,569.4300000000001,553.8399999999999,567.15,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893,NaN,NaN,NaN,NaN,NaN,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893
2008-03-26T00:00:00Z,1357,1357,1325,1352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,588.0450000000001,594.5459999999999,588.0450000000001,593.955,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893,NaN,NaN,NaN,NaN,NaN,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893
2008-03-27T00:00:00Z,1345.5,1351.75,1325.5,1327.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580.689,592.6866,576.6443999999999,579.838,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893,NaN,NaN,NaN,NaN,NaN,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893
2008-03-28T00:00:00Z,1322.25,1337.5,1258.25,1267.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,581.2182,584.1272,570.1293000000001,572.9828,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893,NaN,NaN,NaN,NaN,NaN,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893
2008-03-31T00:00:00Z,1280,1300,1197.25,1197.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,558.3701000000001,560.5969,554.4732,554.4732,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893,NaN,NaN,NaN,NaN,NaN,261149,-341015,-79866,165236,-50477,114759,35793,-70686,-34893
2008-04-01T00:00:00Z,1167,1229.75,1106.5,1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,530.5692,532.1673000000001,520.4479,520.4479,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333,NaN,NaN,NaN,NaN,NaN,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333
2008-04-02T00:00:00Z,1222.25,1246.75,1187,1243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,525.6750000000001,538.02,518.7063,533.6905,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333,NaN,NaN,NaN,NaN,NaN,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333
2008-04-03T00:00:00Z,1250.25,1263.5,1231.75,1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,548.694,550.952,548.694,549.2585,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333,NaN,NaN,NaN,NaN,NaN,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333
2008-04-04T00:00:00Z,1260.5,1279,1254.5,1277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,566.4806000000001,574.0812,563.7562,566.6532000000001,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333,NaN,NaN,NaN,NaN,NaN,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333
2008-04-07T00:00:00Z,1275.75,1295,1245,1255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,579.2743,584.6828,575.1324,578.7288,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333,NaN,NaN,NaN,NaN,NaN,234942,-303372,-68430,155130,-50367,104763,54412,-90745,-36333
2008-04-08T00:00:00Z,1245,1269,1245,1251.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,585.5328,589.7496,573.367,576.083,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379,NaN,NaN,NaN,NaN,NaN,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379
2008-04-09T00:00:00Z,1255,1321.5,1254.75,1313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584.716,590.744,574.24,578.976,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379,NaN,NaN,NaN,NaN,NaN,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379
2008-04-10T00:00:00Z,1317,1380.5,1314,1356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,586.7022000000001,596.9005000000001,583.5621,584.5391,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379,NaN,NaN,NaN,NaN,NaN,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379
2008-04-11T00:00:00Z,1354,1361,1327.5,1332.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,586.8000000000001,607.5427,586.8000000000001,604.4712,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379,NaN,NaN,NaN,NaN,NaN,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379
2008-04-14T00:00:00Z,1344.25,1376.25,1319.75,1372.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,579.9472,597.68,579.9472,592.5648,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379,NaN,NaN,NaN,NaN,NaN,219957,-301700,-81743,155570,-39448,116122,54440,-88819,-34379
2008-04-15T00:00:00Z,1374.5,1398,1369,1380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,606.636,610.1634,602.3204999999999,603.9813999999999,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690,NaN,NaN,NaN,NaN,NaN,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690
2008-04-16T00:00:00Z,1379.5,1392,1333.5,1344.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,608.6709999999999,614.9010000000001,600.0734,606.1307999999999,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690,NaN,NaN,NaN,NaN,NaN,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690
2008-04-17T00:00:00Z,1362,1383.25,1342.75,1366.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,609.294,619.707,604.933,614.643,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690,NaN,NaN,NaN,NaN,NaN,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690
2008-04-18T00:00:00Z,1368.75,1386,1330.75,1377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,617.405,623.2065,607.1039999999999,607.1039999999999,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690,NaN,NaN,NaN,NaN,NaN,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690
2008-04-21T00:00:00Z,1377,1380,1307,1330.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,609.0609,613.5066,594.8677,597.3489,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690,NaN,NaN,NaN,NaN,NaN,230538,-314644,-84106,156938,-37142,119796,55592,-91282,-35690
2008-04-22T00:00:00Z,1332.75,1399.5,1322,1389.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,577.1468,582.2116,575.7008,579.1363,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015,NaN,NaN,NaN,NaN,NaN,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015
2008-04-23T00:00:00Z,1394.5,1409.5,1373.75,1385.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,601.3773,603.5901,594.516,599.2298,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015,NaN,NaN,NaN,NaN,NaN,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015
2008-04-24T00:00:00Z,1384.75,1392,1350.75,1361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,599.2298,606.6899999999999,593.6237,599.7229,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015,NaN,NaN,NaN,NaN,NaN,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015
2008-04-25T00:00:00Z,1358,1371.75,1331,1337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,590.8122,595.2513,589.4305,591.5271,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015,NaN,NaN,NaN,NaN,NaN,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015
2008-04-28T00:00:00Z,1342.5,1357.75,1279,1297.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,596.1968,600.0463,594.1955,597.1614999999999,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015,NaN,NaN,NaN,NaN,NaN,234131,-324454,-90323,164082,-37744,126338,51993,-88008,-36015
2008-04-29T00:00:00Z,1304.5,1308.75,1280.25,1293.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695
2008-04-30T00:00:00Z,1293.75,1350,1281.25,1314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,582.4908,594.4319999999999,582.4908,592.5744,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695
2008-05-01T00:00:00Z,1318,1326.5,1244,1271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,601.2831,603.7963,590.9553,590.9553,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695
2008-05-02T00:00:00Z,1271,1312.75,1262,1304.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,581.8065,582.417,570.2704,570.2704,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695
2008-05-05T00:00:00Z,1305.25,1312.5,1281,1286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695,NaN,NaN,NaN,NaN,NaN,219683,-292503,-72820,149941,-41426,108515,46554,-82249,-35695
2008-05-06T00:00:00Z,1288.25,1334,1272,1277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991
2008-05-07T00:00:00Z,1280,1311.5,1275.25,1309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,588.24,590.716,583.49,586.34,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991
2008-05-08T00:00:00Z,1312,1321,1297.5,1310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,595.65,603.174,590.52,600.8135,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991
2008-05-09T00:00:00Z,1312.5,1367.25,1308,1358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,608.006,614.346,603.6904999999999,608.7265,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991
2008-05-12T00:00:00Z,1361,1375.5,1338.25,1342.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.553,626.135,618.389,618.389,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991,NaN,NaN,NaN,NaN,NaN,213994,-287856,-73862,146317,-38464,107853,47435,-81426,-33991
2008-05-13T00:00:00Z,1349.25,1382.5,1334.75,1379.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,625.2866,641.173,620.0649999999999,633.175,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211,NaN,NaN,NaN,NaN,NaN,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211
2008-05-14T00:00:00Z,1380,1388,1366.5,1379.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,653.98,656.0452,645.3805,646.1380999999999,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211,NaN,NaN,NaN,NaN,NaN,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211
2008-05-15T00:00:00Z,1379,1380,1311,1347.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,634.4899999999999,640.805,624.7358999999999,627.9499999999999,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211,NaN,NaN,NaN,NaN,NaN,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211
2008-05-16T00:00:00Z,1350.5,1402,1349.5,1378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.55,651.4619,635.55,647.3945,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211,NaN,NaN,NaN,NaN,NaN,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211
2008-05-19T00:00:00Z,1377.25,1377.25,1321.5,1333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.7264,647.424,637.4628,641.088,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211,NaN,NaN,NaN,NaN,NaN,211775,-292751,-80976,144657,-32470,112187,50863,-82074,-31211
2008-05-20T00:00:00Z,1340.5,1363.5,1323,1331.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,639.18,644.54,631.6434,638.592,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062,NaN,NaN,NaN,NaN,NaN,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062
2008-05-21T00:00:00Z,1329.25,1358,1326,1349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.1279999999999,647.1951,638.496,645.1914,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062,NaN,NaN,NaN,NaN,NaN,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062
2008-05-22T00:00:00Z,1350.25,1367.25,1312.5,1324.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,656.88,661.7248,649.4,652.6469999999999,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062,NaN,NaN,NaN,NaN,NaN,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062
2008-05-23T00:00:00Z,1324,1372,1322.75,1368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,648.5405,663.9200000000001,648.5405,661.856,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062,NaN,NaN,NaN,NaN,NaN,205893,-288592,-82699,148977,-32216,116761,46882,-80944,-34062
2008-05-27T00:00:00Z,1384,1390,1340,1347.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,668.59,676.2185999999999,663.03,669.8987999999999,204170,-285146,-80976,147460,-32734,114726,49108,-82858,-33750,NaN,NaN,NaN,NaN,NaN,204170,-285146,-80976,147460,-32734,114726,49108,-82858,-33750
