,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,1970-01-05 01:00:00+00:00,-1584.1856834899127,-1563.009108964844,-1575.6646686372324,0.006769090537702232,0.00010386554878672087,0.9410485966315323,5,True,252,13000,2,2,0 days 00:00:00.525571,corn,0.26069877829029126,0.19927493130395935,0.22956084009533942,0.1842913375296281
1,1970-01-12 01:00:00+00:00,-1583.3593374136153,-1562.1827628885467,-1574.838322560935,0.006797566955800043,0.00010420789869672247,0.942485298413074,5,True,252,13000,2,2,0 days 00:00:00.892340,corn,0.27440899273782504,0.20089946064160166,0.2443116325825154,0.1856106849285137
2,1970-01-19 01:00:00+00:00,-1582.329825954453,-1561.1532514293845,-1573.8088111017728,0.006841478378937431,0.00010464059787005533,0.9444755085361618,5,True,252,13000,2,2,0 days 00:00:00.545480,corn,0.28297167584754745,0.21108270177087518,0.2544902172967354,0.19399642710956197
3,1970-01-26 01:00:00+00:00,-1581.1452158891166,-1559.968641364048,-1572.6242010364363,0.006853957813065125,0.00010513709944231436,0.9438449654465432,5,True,252,13000,2,2,0 days 00:00:00.626629,corn,0.3043297436225157,0.21528004250043561,0.2790722632519438,0.18967663457875922
4,1970-02-02 01:00:00+00:00,-1580.5847771779395,-1559.4082026528708,-1572.0637623252592,0.0068946657103857775,0.0001053726858228839,0.9426422247174668,5,True,252,13000,2,2,0 days 00:00:00.577587,corn,0.2900726767871651,0.21397745672127735,0.2645335652341874,0.19121389036492756
5,1970-02-09 01:00:00+00:00,-1580.1003035556646,-1558.923729030596,-1571.5792887029843,0.006920064840282085,0.00010556908951848428,0.9417124647539185,5,True,252,13000,2,2,0 days 00:00:00.596337,corn,0.2874093882504314,0.21545236461928668,0.26197975966248416,0.19422926390686854
6,1970-02-16 01:00:00+00:00,-1579.573036508204,-1558.3964619831354,-1571.0520216555237,0.006931466738409894,0.00010580842849968539,0.9429145270135639,5,True,252,13000,2,2,0 days 00:00:00.496841,corn,0.2907675298222526,0.215200116595538,0.2650745970679827,0.19397200314615598
7,1970-02-24 01:00:00+00:00,-1579.6129880769086,-1558.43641355184,-1571.0919732242282,0.006938002197197974,0.00010577875914601739,0.944598403007814,5,True,252,13000,2,2,0 days 00:00:00.535362,corn,0.2963280767397041,0.21671548604149746,0.2689951923862497,0.19886107320319538
8,1970-03-03 01:00:00+00:00,-1578.647878239783,-1557.4713037147144,-1570.1268633871027,0.00694757499160392,0.000106195209196726,0.9435433498698396,5,True,252,13000,2,2,0 days 00:00:00.514542,corn,0.28817805411484404,0.20702734687526161,0.25969806251666555,0.19002603902516288
9,1970-03-10 01:00:00+00:00,-1577.936163052078,-1556.7595885270093,-1569.4151481993977,0.006949223282048114,0.00010647674902291889,0.9446405651829708,5,True,252,13000,2,2,0 days 00:00:01.642359,corn,0.29962776688536696,0.21335412923089175,0.27065488641638613,0.19915198670713682
10,1970-03-17 01:00:00+00:00,-1574.0572280965325,-1552.8806535714639,-1565.5362132438522,0.0070182051123486265,0.00010813656327724029,0.9456654385800389,5,True,252,13000,2,2,0 days 00:00:00.716708,corn,0.34388227311040476,0.21561366537620097,0.3185662075085069,0.18426711205887353
11,1970-03-24 01:00:00+00:00,-1572.9162685101714,-1551.7396939851028,-1564.3952536574911,0.00708406919984069,0.00010862302255908835,0.9459880758474639,5,True,252,13000,2,2,0 days 00:00:00.785195,corn,0.32931035136274556,0.20805888711723042,0.30253990322758795,0.18264813708699915
12,1970-04-01 01:00:00+00:00,-1572.0729308120308,-1550.8963562869621,-1563.5519159593505,0.00711728498762424,0.00010899177928839769,0.9450432234919296,5,True,252,13000,2,2,0 days 00:00:00.676839,corn,0.3305799441565533,0.2074111986440245,0.30399983562529087,0.17712962201813048
13,1970-04-08 01:00:00+00:00,-1572.1455820887222,-1550.9690075636536,-1563.624567236042,0.007103313321314635,0.0001089578611848657,0.9445768374778064,5,True,252,13000,2,2,0 days 00:00:00.457925,corn,0.3303788456220828,0.21133010578082628,0.30480452978470385,0.18150877139547136
14,1970-04-15 01:00:00+00:00,-1571.2321180092727,-1550.055543484204,-1562.7111031565923,0.007127731892163356,0.00010934608313016866,0.9416889502990234,5,True,252,13000,2,2,0 days 00:00:00.486021,corn,0.2997798011225062,0.1967032699826676,0.2719401598947543,0.175889072648486
15,1970-04-22 01:00:00+00:00,-1569.7012103220727,-1548.524635797004,-1561.1801954693924,0.007163745461688635,0.0001100456068234322,0.9404989464778575,5,True,252,13000,2,2,0 days 00:00:00.455861,corn,0.28386123850005757,0.18812626695162482,0.2539002671618411,0.17087108115359315
16,1970-04-29 00:00:00+00:00,-1564.7469093235804,-1543.5703347985118,-1556.2258944709001,0.007231137404427422,0.00011219562245168621,0.9434770359271668,5,True,252,13000,2,2,0 days 00:00:00.521198,corn,0.31359182798762736,0.18661203274284363,0.28327493398171594,0.1676856822329716
17,1970-05-06 00:00:00+00:00,-1560.8697495033648,-1539.6931749782962,-1552.3487346506845,0.007385787512904974,0.00011392556279965461,0.9439173021597455,5,True,252,13000,2,2,0 days 00:00:00.534310,corn,0.24605569925023646,0.20294091309355602,0.21242748193363176,0.18511212134987673
18,1970-05-13 00:00:00+00:00,-1559.2220144835478,-1538.0454399584792,-1550.7009996308675,0.007445439228260916,0.00011468355646733715,0.9467172029257689,5,True,252,13000,2,2,0 days 00:00:00.466452,corn,0.23765508103785038,0.22416324347546218,0.20393292714798228,0.20547447421969794
