asofdate,pnl,pointForecast,forecastday,product_name
1971-01-19 01:00:00+00:00,0.0,156.6591636194127,5,corn
1971-01-26 01:00:00+00:00,,157.0312160892898,5,corn
1971-02-02 01:00:00+00:00,0.0,155.28033314040584,5,corn
1971-02-09 01:00:00+00:00,0.0,154.39742172250317,5,corn
1971-02-17 01:00:00+00:00,0.0,153.14510789493605,5,corn
1971-02-24 01:00:00+00:00,0.0,151.00287318898188,5,corn
1971-03-03 01:00:00+00:00,2.125,149.37046928997896,5,corn
1971-03-10 01:00:00+00:00,0.0,152.2613858296043,5,corn
1971-03-17 01:00:00+00:00,0.0,154.0124392411638,5,corn
1971-03-24 01:00:00+00:00,-1.75,150.74605085021082,5,corn
1971-03-31 01:00:00+00:00,3.25,149.24080318035232,5,corn
1971-04-07 01:00:00+00:00,1.5,146.22180597869962,5,corn
1971-04-15 01:00:00+00:00,0.0,146.34206225198457,5,corn
1971-04-22 01:00:00+00:00,0.0,149.35178861804803,5,corn
1971-04-29 00:00:00+00:00,-3.0,146.5881244995733,5,corn
1971-05-06 00:00:00+00:00,2.75,141.55607560848208,5,corn
1971-05-13 00:00:00+00:00,0.0,144.81898199446303,5,corn
1971-05-20 00:00:00+00:00,-3.25,143.93626053390656,5,corn
1971-05-27 00:00:00+00:00,0.0,144.81677839289375,5,corn
1971-06-04 00:00:00+00:00,0.0,148.95764084667977,5,corn
1971-06-11 00:00:00+00:00,0.0,151.08587502161214,5,corn
1971-06-18 00:00:00+00:00,2.125,159.36937502594728,5,corn
1971-06-25 00:00:00+00:00,0.0,158.86323143909,5,corn
1971-07-02 00:00:00+00:00,0.0,157.3394348614509,5,corn
1971-07-12 00:00:00+00:00,0.0,153.07058665560072,5,corn
1971-07-19 00:00:00+00:00,0.0,142.77361964087774,5,corn
1971-07-26 00:00:00+00:00,-10.25,145.79419405889456,5,corn
1971-08-02 00:00:00+00:00,0.0,139.64440846260558,5,corn
1971-08-09 00:00:00+00:00,6.125,129.24418006611597,5,corn
1971-08-16 00:00:00+00:00,10.375,125.34401685951032,5,corn
1971-08-23 00:00:00+00:00,3.875,123.92605483173143,5,corn
1971-08-30 00:00:00+00:00,1.375,123.9036887567276,5,corn
1971-09-07 00:00:00+00:00,-0.0,117.7428662322796,5,corn
1971-09-14 00:00:00+00:00,0.0,119.75106488933616,5,corn
1971-09-21 00:00:00+00:00,-2.0,115.98546172052173,5,corn
1971-09-28 00:00:00+00:00,3.75,114.00664893636912,5,corn
1971-10-05 00:00:00+00:00,2.0,112.86875026128568,5,corn
1971-10-12 00:00:00+00:00,0.0,112.9887004125196,5,corn
1971-10-19 00:00:00+00:00,0.0,114.61829276557064,5,corn
1971-10-26 00:00:00+00:00,0.0,116.27889318277316,5,corn
1971-11-02 01:00:00+00:00,-1.625,115.88172712181674,5,corn
1971-11-09 01:00:00+00:00,0.375,114.51033814071172,5,corn
1971-11-16 01:00:00+00:00,0.0,115.51081877979496,5,corn
