,0
Unnamed: 0,1299.5
aic,-1413.0672235926338
bic,-1402.4789363300995
hqic,-1408.8067161662937
mae,0.01107085569054788
mse,0.0002468485732299972
rsquare,0.9955543822068258
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,13000.0
order_p,1.0
order_q,0.0
ar.L1.close,0.06293292582996245
