,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close
2107,2011-12-16 01:00:00+00:00,-1286.6128423150767,-1268.9656968775196,-1279.5119966045097,0.013656864720193042,0.0003411768927065859,0.9757603872150938,5,True,252,13000,2,1,0 days 00:00:00.266058,corn,0.3507681052448832,0.06306748256254391,0.3505171703955284
2108,2011-12-23 01:00:00+00:00,-1288.2996276355907,-1270.6524821980336,-1281.1987819250237,0.013577503741701222,0.0003388766894676473,0.9737433524539364,5,True,252,13000,2,1,0 days 00:00:00.313695,corn,0.31480340855652444,0.06246027079896223,0.3139885584020733
2109,2012-01-03 01:00:00+00:00,-1290.305459422993,-1272.6583139854358,-1283.204613712426,0.013421950919152973,0.00033617814657498893,0.9746184134379624,5,True,252,13000,2,1,0 days 00:00:00.286800,corn,0.29958730885773854,0.062432815328201656,0.29796313578277894
2110,2012-01-10 01:00:00+00:00,-1291.3597822840447,-1273.7126368464876,-1284.2589365734777,0.013411829984585405,0.00033495239824135966,0.9753724199938991,5,True,252,13000,2,1,0 days 00:00:00.295714,corn,0.2984038464412567,0.06374829456907304,0.2965983890569067
2111,2012-01-18 01:00:00+00:00,-1303.5678868804534,-1285.9207414428963,-1296.4670411698864,0.013223655135166126,0.00031895111607191254,0.9729093310092006,5,True,252,13000,2,1,0 days 00:00:00.264012,corn,0.3158594254248547,0.06294192491789954,0.31420554510713
2112,2012-01-25 01:00:00+00:00,-1305.9799662894102,-1288.332820851853,-1298.8791205788432,0.013078444675636375,0.00031588892630232153,0.9714246288974504,5,True,252,13000,2,1,0 days 00:00:00.223212,corn,0.29119055824362106,0.06227269787479595,0.28921533120061743
2113,2012-02-01 01:00:00+00:00,-1306.5403657921602,-1288.893220354603,-1299.4395200815932,0.01304190122058936,0.00031517801145072714,0.9711576691494015,5,True,252,13000,2,1,0 days 00:00:00.382952,corn,0.28825339159075203,0.06230411067558854,0.28614830910132094
2114,2012-02-08 01:00:00+00:00,-1305.1238715842574,-1287.4767261467002,-1298.0230258736904,0.01316191926267679,0.00031696473395104966,0.9710408920144148,5,True,252,13000,2,1,0 days 00:00:00.421471,corn,0.2920276236687606,0.06246205702986635,0.29005588109164987
2115,2012-02-15 01:00:00+00:00,-1305.9166252813948,-1288.2694798438376,-1298.8157795708278,0.013074565881031721,0.00031598107957158083,0.971744753547997,5,True,252,13000,2,1,0 days 00:00:00.286747,corn,0.2997029660278843,0.06255057108429234,0.29759386818501915
2116,2012-02-23 01:00:00+00:00,-1307.6161001865703,-1289.9689547490132,-1300.5152544760033,0.012967744704036194,0.0003138412258896941,0.9712911980778998,5,True,252,13000,2,1,0 days 00:00:00.240435,corn,0.2913655799536187,0.06251969459847642,0.2890128097264752
2117,2012-03-01 01:00:00+00:00,-1307.22951256219,-1289.5823671246328,-1300.128666851623,0.012996401087781153,0.000314324675897155,0.9711302168575658,5,True,252,13000,2,1,0 days 00:00:00.263416,corn,0.286643796595207,0.06239787148981708,0.28423725472480726
2118,2012-03-08 01:00:00+00:00,-1304.8701714943227,-1287.2230260567655,-1297.7693257837557,0.013110741331421512,0.0003173102469805028,0.9742438816978525,5,True,252,13000,2,1,0 days 00:00:00.243298,corn,0.3056140312216899,0.06280149921250841,0.3029505862141251
2119,2012-03-15 00:00:00+00:00,-1306.9544085102884,-1289.3072630727313,-1299.8535627997214,0.012993935205732136,0.00031468428114043854,0.9748308264176979,5,True,252,13000,2,1,0 days 00:00:00.258315,corn,0.2960024040996589,0.06268918975302795,0.2929437421774525
2120,2012-03-22 00:00:00+00:00,-1309.0110596296513,-1291.3639141920942,-1301.9102139190843,0.01292695486601891,0.0003121228050236836,0.9751035556046772,5,True,252,13000,2,1,0 days 00:00:00.225936,corn,0.28488550989938477,0.06255703721270416,0.28141209313723053
2121,2012-03-29 00:00:00+00:00,-1285.77600352954,-1268.128858091983,-1278.675157818973,0.01320967034591377,0.0003426007160085149,0.9769692783662972,5,True,252,13000,2,1,0 days 00:00:00.257190,corn,0.36765051354500405,0.0727295976775866,0.3649248383640743
2122,2012-04-05 00:00:00+00:00,-1296.6832658794733,-1279.0361204419162,-1289.5824201689063,0.012985834394083913,0.0003277857275625369,0.9823388357048553,5,True,252,13000,2,1,0 days 00:00:00.235693,corn,0.42082140620443437,0.0699103666056587,0.41957585737633607
2123,2012-04-13 00:00:00+00:00,-1296.8918935136198,-1279.2447480760627,-1289.7910478030528,0.013014170307695777,0.0003275028243944766,0.9824125919430914,5,True,252,13000,2,1,0 days 00:00:00.251774,corn,0.41470637328153387,0.06793589736828366,0.41388013884739405
2124,2012-04-20 00:00:00+00:00,-1298.8138896222963,-1281.1667441847392,-1291.7130439117293,0.012958972034257174,0.0003250209490812892,0.9812296149077769,5,True,252,13000,2,1,0 days 00:00:00.252354,corn,0.4479562910457014,0.07015661028423964,0.4482825290587474
