time,resid,resid,resid,resid,resid
1970-07-07 00:00:00+00:00,0.005964736952708053,0.0016001710229382635,0.0076000342860418416,0.0015783087909178293,0.008064596060235128
1970-07-08 00:00:00+00:00,0.018291453058126073,0.02346006552316219,0.030787584172968268,0.03258555780809757,0.014945487762307258
1970-07-09 00:00:00+00:00,-0.00459287995301535,-0.0172977936428708,-0.016263753609044456,-0.019733299531621017,-0.0005638770060549466
1970-07-10 00:00:00+00:00,0.00662751812382868,-0.0037304330885337238,0.007529647294461247,0.0010078424931310981,-0.0010962303025544304
1970-07-13 00:00:00+00:00,-0.016546331950825405,0.03358787924531529,0.03236426688785866,0.02858796548386541,0.007852388618151535
1970-07-14 00:00:00+00:00,-0.010676095770416704,-0.015660154832341174,-0.014911646920128351,-0.014644118090606353,-0.011986098970334041
1970-07-15 00:00:00+00:00,0.003660828206169031,0.01763797546515413,-0.004903762985828498,0.0025805868503312587,0.010846097295420198
1970-07-16 00:00:00+00:00,0.0026520122640415473,-0.009899369496921273,-0.023589786941317203,0.013625076191585456,-0.006362692349907495
1970-07-17 00:00:00+00:00,0.0028592064005475842,-0.0021313863118519257,-0.005787360915572088,0.013050475405825643,-0.009832640992947166
1970-07-20 00:00:00+00:00,-0.011140004825508415,0.0007680832283796878,0.009906782074756879,0.03686741161650747,-0.003454014594659573
1970-07-21 00:00:00+00:00,0.0011782952105280835,-0.002658937356085093,-0.003865718302794784,0.006472749881266493,-0.0013350726871414731
1970-07-22 00:00:00+00:00,0.00762111678424809,-0.0027887787467431573,-0.0009680805485290438,-0.00478309132697118,0.0065869879522347475
1970-07-23 00:00:00+00:00,0.0016827438005153955,0.006260562582621988,0.018378031441006932,-0.0007722754249489361,0.025103455874551376
1970-07-24 00:00:00+00:00,0.0004372133592511749,-0.010064928780751534,-0.003921041420980454,0.003700994008599404,-0.006564396993629076
1970-07-27 00:00:00+00:00,-0.007754297317301312,-0.007132217268412912,0.014783023532600957,0.0315396840717813,0.00717196965185984
1970-07-28 00:00:00+00:00,-0.03234540123294725,-0.02290063892037112,-0.011404278292537727,0.003540681803357127,-0.012695199883371635
1970-07-29 00:00:00+00:00,0.0022747971945757646,-0.010911801700122403,-0.01123472063936182,-0.051043953832526384,0.011496496434523171
1970-07-30 00:00:00+00:00,-0.009318912648201953,-0.0019841842336383447,-0.01622602608335725,-0.011952748766412231,-0.008205325316289223
1970-07-31 00:00:00+00:00,0.00317647066004067,0.006386651355720102,0.016203284151284348,-0.0046796114290583845,-0.00011032412031335782
1970-08-03 00:00:00+00:00,0.010654840217103173,-0.005503350784614253,0.007365248986673081,0.014633073687334928,-0.0013533801472453877
1970-08-04 00:00:00+00:00,-0.004163977906808271,-0.021962297659587522,-0.013356222028353779,-0.011333098834618425,-0.004794849635061438
1970-08-05 00:00:00+00:00,0.00430617692209182,0.007743003150601873,-0.004065858676885044,-0.0020205427394260882,-0.012059401505751449
1970-08-06 00:00:00+00:00,0.0007251610719000429,-0.0035613499051003307,-0.0005626991725134082,-0.023445468515959737,-0.004631546555475999
1970-08-07 00:00:00+00:00,0.004431616053417459,0.006930950664229612,0.0084925576309017,0.0006109964793301072,-0.0020953595876087253
1970-08-10 00:00:00+00:00,0.005504264245557716,-0.00959457050524923,0.0009449789087879641,-0.038599484223865464,0.0016040567018491187
1970-08-11 00:00:00+00:00,-0.0015300850852989958,-0.0027094135415896697,-0.0022945711486467082,0.009245737008352212,0.0068669268871038225
1970-08-12 00:00:00+00:00,0.027703212432758667,0.02362451459148484,0.00903017417104817,0.0176798149448274,0.007743968396434215
1970-08-13 00:00:00+00:00,0.021536700741661224,-0.007796092085766985,0.003546208948021073,-0.015833439745994,0.005966270566114721
1970-08-14 00:00:00+00:00,0.022996520336003655,0.008774367817632554,0.005958204229296353,0.0035671777140828934,-8.78160000486244e-06
1970-08-17 00:00:00+00:00,0.04889964573268772,0.03190102722514501,0.05849674890225992,0.04328648369779241,0.05530882188234765
1970-08-18 00:00:00+00:00,-0.020453185419434528,-0.02861215980855168,-0.07089109326580932,-0.03323698858003547,-0.02168195278175014
1970-08-19 00:00:00+00:00,0.051796288905130626,0.01386008165636108,0.02933317059605852,0.0030609663330551833,0.027398370956093033
1970-08-20 00:00:00+00:00,-0.0036520782250451765,-0.016234743405620942,-0.01424454024708312,-0.00999060205203316,-0.004547062954609687
