,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,1970-01-05 01:00:00+00:00,-2474.3096778567906,-2463.7213905942563,-2470.0491704304504,0.0011050272138950926,3.1113143117267336e-06,0.975559740969975,5,True,252,5000,1,0,0 days 00:00:00.437930,soybean_oil,0.06214942191404575
1,1970-01-12 01:00:00+00:00,-2473.55409835949,-2462.965811096956,-2469.29359093315,0.0011096036665014099,3.1206794657234733e-06,0.9751896428820435,5,True,252,5000,1,0,0 days 00:00:00.341951,soybean_oil,0.06216287687626771
2,1970-01-19 01:00:00+00:00,-2472.836802191413,-2462.2485149288786,-2468.576294765073,0.0011164039221890692,3.129574867291468e-06,0.9752431823546216,5,True,252,5000,1,0,0 days 00:00:00.424024,soybean_oil,0.06215176981102928
3,1970-01-26 01:00:00+00:00,-2471.140289661473,-2460.552002398939,-2466.879782235133,0.0011224401496550385,3.150722313903517e-06,0.9742051066535907,5,True,252,5000,1,0,0 days 00:00:00.344332,soybean_oil,0.062124066333264116
4,1970-02-02 01:00:00+00:00,-2469.726306696735,-2459.1380194342005,-2465.4657992703947,0.0011326152856101584,3.1685068040886487e-06,0.9745757611355318,5,True,252,5000,1,0,0 days 00:00:00.374026,soybean_oil,0.06221011813825471
5,1970-02-09 01:00:00+00:00,-2469.015468330941,-2458.4271810684068,-2464.754960904601,0.0011391086273890379,3.1773405797507655e-06,0.973476868799549,5,True,252,5000,1,0,0 days 00:00:00.306930,soybean_oil,0.062178627188607075
6,1970-02-16 01:00:00+00:00,-2468.154843743918,-2457.5665564813835,-2463.8943363175777,0.0011435743579766738,3.1882990690036252e-06,0.9749381522354614,5,True,252,5000,1,0,0 days 00:00:00.317101,soybean_oil,0.06216133277762807
7,1970-02-24 01:00:00+00:00,-2467.787848485272,-2457.199561222738,-2463.527341058932,0.0011451718485963294,3.1929046436027423e-06,0.9762316543922417,5,True,252,5000,1,0,0 days 00:00:00.450116,soybean_oil,0.06230979852644353
8,1970-03-03 01:00:00+00:00,-2465.824475000481,-2455.2361877379467,-2461.563967574141,0.0011500201938414107,3.2178766390195358e-06,0.9769239094659131,5,True,252,5000,1,0,0 days 00:00:00.535345,soybean_oil,0.06219165349567368
9,1970-03-10 01:00:00+00:00,-2465.662317013133,-2455.0740297505986,-2461.4018095867928,0.0011516738113339518,3.2199484188630986e-06,0.976963250610696,5,True,252,5000,1,0,0 days 00:00:00.386914,soybean_oil,0.062192998028223846
