,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
86,2003-01-07 13:00:00+00:00,-1379.5715929433572,-1358.3950184182886,-1371.050578090677,0.011425239595248264,0.00023395223051373633,0.9505762258624915,5,True,252,500,2,2,0 days 00:00:00.553175,palm_oil,0.46115853909370863,0.37028910954055066,0.5020688096887688,0.4484455307553647
87,2003-01-14 13:00:00+00:00,-1378.686476647545,-1357.5099021224764,-1370.1654617948648,0.011483561082375743,0.00023477290749577285,0.9446248473710688,5,True,252,500,2,2,0 days 00:00:00.569714,palm_oil,0.46611134813954197,0.3900434721359834,0.49951242751559116,0.4655364153409477
88,2003-01-21 13:00:00+00:00,-1376.7529250890143,-1355.5763505639457,-1368.231910236334,0.011559017618398428,0.00023660931310955877,0.9471101921517279,5,True,252,500,2,2,0 days 00:00:00.508083,palm_oil,0.4669224205381752,0.3769052585849151,0.5040256347663499,0.4510933731158213
89,2003-01-28 13:00:00+00:00,-1375.6089355681556,-1354.432361043087,-1367.0879207154753,0.011565270855768748,0.00023764206464804987,0.9495949750258325,5,True,252,500,2,2,0 days 00:00:00.563504,palm_oil,0.5866883864575799,0.42582436703632126,0.6502507528297117,0.5628964181338537
90,2003-02-07 13:00:00+00:00,-1373.6742462046168,-1352.4976716795481,-1365.1532313519365,0.011671917388802152,0.00023947899918288416,0.9504599247571724,5,True,252,500,2,2,0 days 00:00:00.520619,palm_oil,0.7697773319367385,0.604382167909203,0.840416293807567,0.7596404124947058
91,2003-02-17 13:00:00+00:00,-1369.896154617038,-1348.7195800919694,-1361.3751397643578,0.011773241916876686,0.0002430722566279194,0.9546651722991414,5,True,252,500,2,2,0 days 00:00:00.433782,palm_oil,0.3146703163937707,0.31218972936838013,0.3085502989309352,0.31323037208927057
92,2003-02-24 13:00:00+00:00,-1368.4153381244369,-1347.2387635993682,-1359.8943232717565,0.01191445887275279,0.0002445468142993676,0.9509440853899696,5,True,252,500,2,2,0 days 00:00:00.507054,palm_oil,0.35791497625334673,0.31598199953655737,0.37957800362988736,0.3572398235468639
93,2003-03-04 13:00:00+00:00,-1373.147658110664,-1351.9710835855954,-1364.6266432579837,0.011806606097747998,0.00024003433751070257,0.949375253775414,5,True,252,500,2,2,0 days 00:00:00.464083,palm_oil,0.3134982961702754,0.34050694614687554,0.32684783461306177,0.36631140130302803
94,2003-03-11 13:00:00+00:00,-1372.3314065142245,-1351.1548319891558,-1363.8103916615441,0.01191468834918886,0.00024080393429158907,0.9484732004006202,5,True,252,500,2,2,0 days 00:00:00.480976,palm_oil,0.34220125222311676,0.322040066640389,0.3633298937265101,0.3638652708733084
95,2003-03-18 13:00:00+00:00,-1369.6262838161606,-1348.449709291092,-1361.1052689634803,0.012033133742768851,0.0002435237326548863,0.9535207372890089,5,True,252,500,2,2,0 days 00:00:00.537757,palm_oil,0.31963912697999086,0.29571426498263986,0.3388921172174525,0.32584745094645823
