,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close,ma.L2.close
0,1992-07-31 13:00:00+00:00,-696.2096534009346,-678.5625079633775,-689.1088076903677,0.035910405125712364,0.0035516641695460716,0.9085639590574643,5,True,252,2000,1,2,0 days 00:00:00.536171,palm_oil,0.3142296854579427,0.30795964536048775,0.05656572141965672
1,1993-01-01 13:00:00+00:00,-696.8845114083634,-679.2373659708063,-689.7836656977966,0.03578028938420757,0.003542101153331988,0.9084049620757433,5,True,252,2000,1,2,0 days 00:00:00.364729,palm_oil,0.31066822820998347,0.3043047981594398,0.055826094715585445
2,1993-05-31 13:00:00+00:00,-698.9995673983589,-681.3524219608017,-691.898721687792,0.03526506062730806,0.003512499733687176,0.9080601561348663,5,True,252,2000,1,2,0 days 00:00:00.544007,palm_oil,0.30402805458102605,0.29748997555489204,0.05497672489815203
3,1993-10-29 13:00:00+00:00,-702.6660367488322,-685.0188913112751,-695.5651910382653,0.03466392472822072,0.0034625420151472353,0.9096030345763958,5,True,252,2000,1,2,0 days 00:00:00.425349,palm_oil,0.31899610581051135,0.3125805961167486,0.05492418089597352
4,1994-03-31 13:00:00+00:00,-712.2834526054372,-694.6363071678801,-705.1826068948703,0.03369199016097405,0.0033321817326860503,0.9117697811214197,5,True,252,2000,1,2,0 days 00:00:00.355524,palm_oil,0.3413267791024713,0.33558898862957964,0.05525553089154576
5,1994-08-31 13:00:00+00:00,-719.1942982371478,-701.5471527995907,-712.0934525265809,0.03286698586195659,0.0032424322757927727,0.9090091778274842,5,True,252,2000,1,2,0 days 00:00:00.404006,palm_oil,0.29508554468040565,0.28831310808213534,0.05310654717202565
6,1995-02-02 13:00:00+00:00,-726.9967724373702,-709.349626999813,-719.8959267268033,0.03169626113048239,0.0031435855642279282,0.910199317842129,5,True,252,2000,1,2,0 days 00:00:00.418991,palm_oil,0.3175698829091299,0.3113714641851399,0.05317294434321886
7,1995-06-30 13:00:00+00:00,-732.3326498907098,-714.6855044531527,-725.231804180143,0.03111528152243166,0.0030774906028304214,0.9081131239843893,5,True,252,2000,1,2,0 days 00:00:01.249085,palm_oil,0.3264474609386639,0.32036135553972656,0.05263309444196892
8,1995-11-30 13:00:00+00:00,-734.1319225221888,-716.4847770846317,-727.0310768116219,0.03075802874567021,0.0030558837974323442,0.9075681868766877,5,True,252,2000,1,2,0 days 00:00:01.165280,palm_oil,0.3263199111156923,0.32005068897041317,0.05282601645338224
9,1996-05-01 13:00:00+00:00,-740.637870245727,-722.9907248081698,-733.5370245351601,0.030104141875760913,0.002977807192449422,0.9045654524081418,5,True,252,2000,1,2,0 days 00:00:01.204724,palm_oil,0.3516562144213332,0.3455894540639201,0.05302088479307919
10,1996-09-30 13:00:00+00:00,-751.2509635799466,-733.6038181423895,-744.1501178693798,0.028840994246508482,0.0028548439499007936,0.901592475279565,5,True,252,2000,1,2,0 days 00:00:00.882561,palm_oil,0.3640712492559978,0.3586608960150457,0.05354817486678439
11,1997-02-28 13:00:00+00:00,-752.1633464902583,-734.5162010527011,-745.0625007796914,0.02862502578022204,0.0028445297988991375,0.9013590023043493,5,True,252,2000,1,2,0 days 00:00:00.523000,palm_oil,0.36363048140586995,0.3581863045605795,0.053321375820522696
12,1997-07-31 13:00:00+00:00,-755.6020559199168,-737.9549104823597,-748.5012102093499,0.027802996243342468,0.002806636503504652,0.9054827665373809,5,True,252,2000,1,2,0 days 00:00:00.929578,palm_oil,0.1454706721529813,0.16297161462615042,0.08570540894404442
13,1998-01-01 13:00:00+00:00,-791.5181973017881,-773.8710518642309,-784.4173515912212,0.026150853574060478,0.0024337375472871575,0.9002332207692655,5,True,252,2000,1,2,0 days 00:00:00.411417,palm_oil,0.2866263506367551,0.27941844434144264,0.05525599699338751
14,1998-05-29 13:00:00+00:00,-798.8441821985572,-781.197036761,-791.7433364879903,0.025491794684135254,0.0023635472759721016,0.8972256275405671,5,True,252,2000,1,2,0 days 00:00:00.419065,palm_oil,0.29190262983167936,0.2851168216273527,0.054800145125214764
15,1998-10-30 13:00:00+00:00,-803.2913526275955,-785.6442071900384,-796.1905069170286,0.024704481449591306,0.002323082429005438,0.9028816814369045,5,True,252,2000,1,2,0 days 00:00:00.863639,palm_oil,0.01106767039518559,0.07359076858803852,0.07321293886180663
16,1999-03-31 13:00:00+00:00,-840.6441185131683,-822.9969730756112,-833.5432728026015,0.02312230484468657,0.0020110399809604926,0.8476054653300851,5,True,252,2000,1,2,0 days 00:00:00.452934,palm_oil,0.2199640658547387,0.21229825181259543,0.07069319744392022
17,1999-08-31 13:00:00+00:00,-936.5046012788783,-918.8574558413212,-929.4037555683115,0.01990407694084447,0.0013684111513610115,0.8206537314508936,5,True,252,2000,1,2,0 days 00:00:00.551373,palm_oil,0.1932376176849795,0.18296409004410316,0.05412376909709587
18,2000-02-01 13:00:00+00:00,-950.0084441687571,-932.3612987312,-942.9075984581903,0.02010048043633135,0.001313918997882894,0.8094871651743227,5,True,252,2000,1,2,0 days 00:00:00.514993,palm_oil,0.13605093751628045,0.14652314071915157,0.08449094483113445
19,2000-06-30 13:00:00+00:00,-976.6879456343491,-959.040800196792,-969.5870999237823,0.01907297393278015,0.0011788676041730455,0.7907240281120501,5,True,252,2000,1,2,0 days 00:00:00.476484,palm_oil,0.12770129539573302,0.1257105306620854,0.07347246141731703
20,2000-11-30 13:00:00+00:00,-996.3749569931896,-978.7278115556325,-989.2741112826227,0.017465821484158758,0.0010839600759964276,0.7600034447911552,5,True,252,2000,1,2,0 days 00:00:00.305181,palm_oil,0.15680169307548286,0.14570420970709233,0.06058893818833213
21,2001-05-01 13:00:00+00:00,-1049.1358699968723,-1031.4887245593152,-1042.0350242863053,0.017270600355690526,0.0009762356560228889,0.7866524932516374,5,True,252,2000,1,2,0 days 00:00:00.439495,palm_oil,0.13719228101411815,0.11815267504190902,0.061495212407167925
22,2001-09-14 13:00:00+00:00,-1308.4360400896312,-1290.788894652074,-1301.3351943790642,0.013404370511290242,0.00031284309404853224,0.9820993160712093,5,True,252,2000,1,2,0 days 00:00:00.378437,palm_oil,0.7872747206705084,0.7849964741368889,0.0637504634794626
23,2001-09-21 13:00:00+00:00,-1322.0322775628165,-1304.3851321252594,-1314.9314318522495,0.013132739806373436,0.00029643302477289475,0.9880466035829903,5,True,252,2000,1,2,0 days 00:00:00.534247,palm_oil,0.9865910143904358,0.9847561745140659,0.06828790782516089
24,2001-09-28 13:00:00+00:00,-1330.1771919340354,-1312.5300464964782,-1323.0763462234684,0.012917752961105913,0.00028701625096406617,0.9834300042402815,5,True,252,2000,1,2,0 days 00:00:00.396718,palm_oil,0.6629686761725307,0.6601331540302594,0.07214651306231064
25,2001-10-05 13:00:00+00:00,-1332.969435073362,-1315.322289635805,-1325.868589362795,0.012805504308623072,0.0002838795963471661,0.987243882221147,5,True,252,2000,1,2,0 days 00:00:00.324657,palm_oil,0.9281702589149027,0.9260234023242665,0.07845935074857222
26,2001-10-12 13:00:00+00:00,-1350.9445747635923,-1333.2974293260352,-1343.8437290530253,0.012383139454775427,0.0002643022078364833,0.9882859464874877,5,True,252,2000,1,2,0 days 00:00:00.256994,palm_oil,1.4212605392797224,1.4184409466993233,0.08928994320666982
27,2001-10-19 13:00:00+00:00,-1358.3158396971576,-1340.6686942596004,-1351.2149939865906,0.01219125013050582,0.00025667630937056796,0.9883551984380149,5,True,252,2000,1,2,0 days 00:00:00.443642,palm_oil,1.0522655515851533,1.0526157181016593,0.07855156394528547
28,2001-10-26 13:00:00+00:00,-1356.7561101301653,-1339.1089646926082,-1349.6552644195983,0.01218353215897325,0.00025826649441894795,0.9853326437260853,5,True,252,2000,1,2,0 days 00:00:00.571382,palm_oil,0.47992014880634076,0.4830348123515687,0.06867944993778417
29,2001-11-02 13:00:00+00:00,-1362.7247511608412,-1345.077605723284,-1355.6239054502742,0.012082055838088319,0.00025222102606679364,0.9796370325703482,5,True,252,2000,1,2,0 days 00:00:00.391687,palm_oil,0.4677439910110073,0.46804724862625824,0.06889368228146955
