,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ma.L1.close,ma.L2.close
0,2006-04-24 22:00:00+00:00,-1496.999311895942,-1475.8227373708733,-1488.4782970432616,0.005231698457441807,0.00014685116948931872,0.9159549754876601,5,True,252,3000,2,2,0 days 00:00:01.858420,milk_iii,0.588008937480353,0.2627379514896923,0.5770887127108058,0.25434994533489347
1,2006-05-01 22:00:00+00:00,-1493.6053425083828,-1472.4287679833142,-1485.0843276557025,0.005289115844270737,0.00014881807469279673,0.9147255853616297,5,True,252,3000,2,2,0 days 00:00:01.170464,milk_iii,0.033633087797573784,0.024631179831507928,0.01754342291667598,0.038296324093495225
2,2006-05-08 22:00:00+00:00,-1493.226579171514,-1472.0500046464454,-1484.7055643188337,0.005346762867359566,0.00014906271903543237,0.9160634323769126,5,True,252,3000,2,2,0 days 00:00:01.432626,milk_iii,0.31586119112143124,0.23656244917336464,0.30659702970014113,0.22653575822506805
3,2006-05-15 22:00:00+00:00,-1492.945873574452,-1471.7692990493833,-1484.4248587217717,0.0055040897090457876,0.00014929888543554242,0.9164115452259682,5,True,252,3000,2,2,0 days 00:00:01.473570,milk_iii,0.04210795229452262,0.023307633471742157,0.02079322925256839,0.016209892948507387
4,2006-05-22 22:00:00+00:00,-1418.847066312178,-1397.6704917871093,-1410.3260514594976,0.00610707447473993,0.00020007451265003303,0.8982499508838745,5,True,252,3000,2,2,0 days 00:00:01.074542,milk_iii,0.0414976612247519,0.025593629021359678,0.020399230899244544,
5,2006-05-29 22:00:00+00:00,-1433.3439209740063,-1412.1673464489377,-1424.822906121326,0.005860260191099075,0.00018884595205315602,0.8968634712923778,5,True,252,3000,2,2,0 days 00:00:00.933141,milk_iii,0.07695909976648191,0.06457519991525548,0.050049033326817184,0.03969041422753831
6,2006-06-05 22:00:00+00:00,-1434.0038951816168,-1412.8273206565482,-1425.4828803289365,0.005852556701256096,0.00018832287431979863,0.8984874915887376,5,True,252,3000,2,2,0 days 00:00:00.709400,milk_iii,0.04960041894024789,0.02398195194006966,0.031424520497469785,
7,2006-06-12 22:00:00+00:00,-1387.135072648643,-1365.9584981235744,-1378.6140577959627,0.006466052910647093,0.00022676757577962556,0.8979916161390562,5,True,252,3000,2,2,0 days 00:00:00.921555,milk_iii,0.029152845173271148,0.023563528256594305,0.012225006572712336,0.017741537354200837
8,2006-06-19 22:00:00+00:00,-1368.736722659969,-1347.5601481349004,-1360.2157078072887,0.007118562998235609,0.0002442251347521275,0.8994999370988573,5,True,252,3000,2,2,0 days 00:00:00.980431,milk_iii,0.1346607986484593,0.12868156620304147,0.10878083661078183,0.10333249260651514
9,2006-06-26 22:00:00+00:00,-1365.8565487064884,-1344.6799741814198,-1357.335533853808,0.007226119247615086,0.00024699644280928504,0.9039264150587949,5,True,252,3000,2,2,0 days 00:00:00.927318,milk_iii,0.10305811929056105,0.10299131953713361,0.07895988611184544,0.07909290910477379
10,2006-07-04 22:00:00+00:00,-1367.5902807843572,-1346.4137062592886,-1359.069265931677,0.007326637979259943,0.00024532703768127416,0.8969029703408344,5,True,252,3000,2,2,0 days 00:00:00.857981,milk_iii,0.1292197350326272,0.12438721435533064,0.10271711164181328,0.09853213027041055
11,2006-07-11 22:00:00+00:00,-1367.4471440533043,-1346.2705695282357,-1358.926129200624,0.007223842234771128,0.00024542415327390946,0.8993779083422685,5,True,252,3000,2,2,0 days 00:00:00.824231,milk_iii,0.08884424378924018,0.08898124784849178,0.0633974125445968,0.06352996238499885
12,2006-07-18 22:00:00+00:00,-1334.3097728888633,-1313.1331983637947,-1325.788758036183,0.007470090883790754,0.00027995639022693804,0.9176304505788271,5,True,252,3000,2,2,0 days 00:00:00.863339,milk_iii,0.1256762036633564,0.1253642338347557,0.09584652507628783,0.09581413951165153
13,2006-07-25 22:00:00+00:00,-1332.1280605698007,-1310.951486044732,-1323.6070457171204,0.007556694846556616,0.000282332790162074,0.9187171041426707,5,True,252,3000,2,2,0 days 00:00:01.483457,milk_iii,0.13071807860686557,0.13221036905371533,0.20431234081830693,0.19527307865503007
14,2006-08-01 22:00:00+00:00,-1331.3268734048752,-1310.1502988798065,-1322.8058585521949,0.0075499240337187105,0.0002833090343974555,0.9213207739879555,5,True,252,3000,2,2,0 days 00:00:01.625657,milk_iii,0.14150713275262208,0.14046971903153552,0.11832373762562436,0.11785397106259012
15,2006-08-08 22:00:00+00:00,-1331.5078227897734,-1310.3312482647048,-1322.986807937093,0.007527628803444994,0.0002831606808732413,0.9214391816753601,5,True,252,3000,2,2,0 days 00:00:01.538028,milk_iii,0.14128203761728567,0.14004054516909917,0.11986259466267475,0.11916102163703071
16,2006-08-15 22:00:00+00:00,-1331.1981606333675,-1310.0215861082988,-1322.6771457806872,0.007528806936808678,0.0002836469233373273,0.9224933129972915,5,True,252,3000,2,2,0 days 00:00:00.832256,milk_iii,0.13988478801141632,0.1385557137514179,0.11800739994003148,0.11761226799235291
