,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close,ma.L2.close
25,1970-07-02 00:00:00+00:00,-1527.0345655595315,-1509.3874201219744,-1519.9337198489645,0.008080211976825107,0.0001314239608905475,0.9664441831806903,5,True,252,13000,1,2,0 days 00:00:00.305032,corn,0.4123759299191887,0.4081713555611358,0.07731893352937146
26,1970-07-10 00:00:00+00:00,-1521.3915136423957,-1503.7443682048386,-1514.2906679318287,0.008228108507421271,0.00013438744616988606,0.9682050271096148,5,True,252,13000,1,2,0 days 00:00:00.506957,corn,0.4583744731871926,0.452976088011378,0.06577480118549399
27,1970-07-17 00:00:00+00:00,-1516.2715188460766,-1498.6243734085194,-1509.1706731355096,0.008307388928464696,0.00013713374846417205,0.9686112394293875,5,True,252,13000,1,2,0 days 00:00:00.270022,corn,0.41031361504175307,0.4051630920019797,0.06944002606320596
28,1970-07-24 00:00:00+00:00,-1512.6307856649896,-1494.9836402274325,-1505.5299399544226,0.008410210697896195,0.00013917630874558546,0.9691405604008061,5,True,252,13000,1,2,0 days 00:00:00.429888,corn,0.34407129515491963,0.3387407951097509,0.06797790454102241
29,1970-07-31 00:00:00+00:00,-1509.2475398686302,-1491.600394431073,-1502.1466941580632,0.008538140534880176,0.00014098573204175024,0.9641899164445715,5,True,252,13000,1,2,0 days 00:00:00.392322,corn,0.12447351202506797,0.13801558062099686,0.059584039038533855
30,1970-08-07 00:00:00+00:00,-1502.9789215191608,-1485.3317760816037,-1495.8780758085938,0.008668490038148709,0.00014478165277718996,0.9652534557680842,5,True,252,13000,1,2,0 days 00:00:00.361056,corn,0.08959286016354673,0.10970173180933762,0.061359144597319885
31,1970-08-14 00:00:00+00:00,-1513.4708550549035,-1495.8237096173464,-1506.3700093443365,0.008348990187863684,0.00013915055759620228,0.9679553899396877,5,True,252,13000,1,2,0 days 00:00:00.339389,corn,0.12627818308454483,0.1410072630048963,0.06790435889580555
32,1970-08-21 00:00:00+00:00,-1562.3913195826863,-1544.7441741451291,-1555.2904738721193,0.007922430567816458,0.00011422356490074914,0.9788231277208722,5,True,252,13000,1,2,0 days 00:00:00.328825,corn,0.14738449092351327,0.1601666017923528,0.06537952394749055
33,1970-08-28 00:00:00+00:00,-1566.839235210431,-1549.192089772874,-1559.738389499864,0.007859283402740074,0.0001122235462025368,0.9839189999700131,5,True,252,13000,1,2,0 days 00:00:00.351129,corn,0.17841030256858528,0.18856721410524546,0.06369399171449124
34,1970-09-04 00:00:00+00:00,-1568.1456225542956,-1550.4984771167385,-1561.0447768437286,0.00787315942863937,0.00011163115377239601,0.9921051089958058,5,True,252,13000,1,2,0 days 00:00:00.339255,corn,0.21144030239247302,0.2209896300512408,0.06433449453809993
35,1970-09-14 00:00:00+00:00,-1576.0685722923445,-1558.4214268547873,-1568.9677265817775,0.007766591433488244,0.00010821932222990858,0.9903440988040628,5,True,252,13000,1,2,0 days 00:00:00.372874,corn,0.06862869096983527,0.09218395601055293,0.06059603720665993
36,1970-09-21 00:00:00+00:00,-1593.541106823544,-1575.8939613859868,-1586.440261112977,0.007603511780322344,0.00010094847369764294,0.989891122924419,5,True,252,13000,1,2,0 days 00:00:00.324406,corn,0.06245990222397244,0.09043605956391831,0.06601793661758615
37,1970-09-28 00:00:00+00:00,-1602.0761152662158,-1584.4289698286586,-1594.9752695556488,0.007498517084188283,9.756281476867047e-05,0.989695453147736,5,True,252,13000,1,2,0 days 00:00:00.435121,corn,0.061039642101203606,0.08822087353404165,0.06423910033210854
38,1970-10-05 00:00:00+00:00,-1605.1615191351052,-1587.514373697548,-1598.0606734245382,0.007409081231495859,9.637507781882258e-05,0.9973343472489051,5,True,252,13000,1,2,0 days 00:00:00.467436,corn,0.23957855014370788,0.2470389150384907,0.06473821706368008
39,1970-10-12 00:00:00+00:00,-1607.2569527185715,-1589.6098072810144,-1600.1561070080045,0.007394597135329783,9.560640690430073e-05,0.9885013542434967,5,True,252,13000,1,2,0 days 00:00:00.414248,corn,0.07149769687009305,0.09623494031996632,0.06507147441714829
40,1970-10-19 00:00:00+00:00,-1615.2638376379982,-1597.616692200441,-1608.1629919274312,0.007295321167841075,9.26307765412793e-05,0.9835719037998534,5,True,252,13000,1,2,0 days 00:00:00.618768,corn,0.06162456830106333,0.08890104957399894,0.06535052950412724
41,1970-10-26 01:00:00+00:00,-1620.2105609155183,-1602.5634154779611,-1613.1097152049513,0.007295499871016809,9.080203996429873e-05,0.9852800362809525,5,True,252,13000,1,2,0 days 00:00:00.433885,corn,0.07148635824192723,0.09603214390161176,0.06532461046448057
42,1970-11-02 01:00:00+00:00,-1628.2544648157364,-1610.6073193781792,-1621.1536191051694,0.007119560644206311,8.7949552882759e-05,0.9830865258278545,5,True,252,13000,1,2,0 days 00:00:00.288329,corn,0.08182062106518324,0.10319496157435293,0.0683789982475135
43,1970-11-10 01:00:00+00:00,-1633.3485313589117,-1615.7013859213546,-1626.2476856483447,0.007028859490467782,8.61629758594672e-05,0.981693220167842,5,True,252,13000,1,2,0 days 00:00:00.381795,corn,0.07608279554955712,0.09901099852452946,0.06723859111478171
44,1970-11-17 01:00:00+00:00,-1632.990138129353,-1615.3429926917959,-1625.889292418786,0.007059646357708057,8.629503995425998e-05,0.9919035411727335,5,True,252,13000,1,2,0 days 00:00:00.361234,corn,0.18044076339720236,0.18920378016902167,0.0692957308910893
45,1970-11-24 01:00:00+00:00,-1632.529090994297,-1614.8819455567398,-1625.42824528373,0.007082754063199882,8.645614532802937e-05,0.9914927464246681,5,True,252,13000,1,2,0 days 00:00:00.464716,corn,0.17097632361889037,0.1799823122124961,0.0696328581989019
46,1970-12-02 01:00:00+00:00,-1638.6847040965185,-1621.0375586589614,-1631.5838583859515,0.00695887131200831,8.44072016958454e-05,0.9831423955796156,5,True,252,13000,1,2,0 days 00:00:00.455029,corn,0.05785565363961994,0.08735372674358581,0.06732505313295369
47,1970-12-09 01:00:00+00:00,-1623.3467390267206,-1605.6995935891634,-1616.2458933161536,0.007086762895685333,8.966657136157443e-05,0.990821400445938,5,True,252,13000,1,2,0 days 00:00:00.350731,corn,0.32522649388625396,0.32945349288821985,0.07002148923238635
48,1970-12-16 01:00:00+00:00,-1623.9809465690591,-1606.333801131502,-1616.8801008584921,0.007062301518951434,8.9439353261864e-05,0.9906008292650964,5,True,252,13000,1,2,0 days 00:00:00.342473,corn,0.3015364230097124,0.30654484412973804,0.07019302504908204
49,1970-12-23 01:00:00+00:00,-1628.4324053499986,-1610.7852599124415,-1621.3315596394316,0.006992999667771637,8.788182234847478e-05,0.9874633099555088,5,True,252,13000,1,2,0 days 00:00:00.333016,corn,0.7199449237722898,0.7174336364063034,0.09646396072827597
50,1970-12-31 01:00:00+00:00,-1631.0009016858098,-1613.3537562482527,-1623.9000559752428,0.006944566126253679,8.698406573219798e-05,0.9870124905849623,5,True,252,13000,1,2,0 days 00:00:00.300293,corn,0.7160698950080223,0.7136539625148638,0.09717325464576358
51,1971-01-08 01:00:00+00:00,-1632.6866012326009,-1615.0394557950438,-1625.5857555220339,0.006900474888658884,8.639935299458678e-05,0.9863523122869606,5,True,252,13000,1,2,0 days 00:00:00.226090,corn,0.6533834201596025,0.6507471448064395,0.09316596238263154
52,1971-01-15 01:00:00+00:00,-1630.7874650342856,-1613.1403195967284,-1623.6866193237186,0.006950956393809729,8.70541450309541e-05,0.9868772764734819,5,True,252,13000,1,2,0 days 00:00:00.378291,corn,0.6836049485518001,0.6809856165381972,0.0947319566926113
53,1971-01-22 01:00:00+00:00,-1630.6580516225345,-1613.0109061849773,-1623.5572059119675,0.006958734001267386,8.710695823636587e-05,0.9859811904940333,5,True,252,13000,1,2,0 days 00:00:00.329566,corn,0.6679042670964964,0.6652268498386134,0.09555453308573393
54,1971-01-29 01:00:00+00:00,-1631.4168003368686,-1613.7696548993115,-1624.3159546263016,0.006921768694151331,8.683575943402691e-05,0.9858573136478898,5,True,252,13000,1,2,0 days 00:00:00.414922,corn,0.24347524427357464,0.2501493541790652,0.07355647302380147
55,1971-02-05 01:00:00+00:00,-1632.284864994907,-1614.6377195573498,-1625.18401928434,0.006906427770584417,8.65379981004341e-05,0.9841047801474071,5,True,252,13000,1,2,0 days 00:00:00.473054,corn,0.5174025996403732,0.5141215328549785,0.08458653090255297
56,1971-02-12 01:00:00+00:00,-1633.188323626469,-1615.5411781889118,-1626.087477915902,0.006866711352858156,8.623002860037339e-05,0.9831968568676389,5,True,252,13000,1,2,0 days 00:00:00.280248,corn,0.5089965850246491,0.5056755916520972,0.0853783317292062
57,1971-02-22 01:00:00+00:00,-1634.0601881856924,-1616.4130427481352,-1626.9593424751254,0.006833590842143721,8.59292561535722e-05,0.9833565039713454,5,True,252,13000,1,2,0 days 00:00:00.320228,corn,0.5046449272960986,0.5013119422386091,0.08452349758049958
58,1971-03-01 01:00:00+00:00,-1634.9823574259358,-1617.3352119883787,-1627.8815117153688,0.006799375388687949,8.563357224610402e-05,0.9835033081900771,5,True,252,13000,1,2,0 days 00:00:00.366064,corn,0.5092349466796916,0.5058849127688517,0.08527208804597283
59,1971-03-08 01:00:00+00:00,-1638.2695344796216,-1620.6223890420645,-1631.1686887690546,0.006784867524121864,8.450511770630033e-05,0.9837981279913474,5,True,252,13000,1,2,0 days 00:00:00.324697,corn,0.4944295142211028,0.4909645468109996,0.0831644110280797
60,1971-03-15 01:00:00+00:00,-1624.7542836624912,-1607.107138224934,-1617.6534379519242,0.006945308325803432,8.916200396392095e-05,0.9824230942590519,5,True,252,13000,1,2,0 days 00:00:00.466503,corn,0.44631610787198867,0.4494846310761938,0.08650354650601823
61,1971-03-22 01:00:00+00:00,-1628.3710300543448,-1610.7238846167877,-1621.2701843437778,0.006884693009572476,8.78912764710975e-05,0.9815340431442618,5,True,252,13000,1,2,0 days 00:00:00.357186,corn,0.5244416546976465,0.5212407251457889,0.08738368541165922
62,1971-03-29 01:00:00+00:00,-1628.9910529080835,-1611.3439074705263,-1621.8902071975165,0.0068635433568719866,8.76798602338392e-05,0.980614835351405,5,True,252,13000,1,2,0 days 00:00:00.415078,corn,0.5168066370214947,0.5135659323246331,0.08827569921892256
63,1971-04-05 01:00:00+00:00,-1630.78908568948,-1613.141940251923,-1623.688239978913,0.006798769961997901,8.705127294670027e-05,0.9797530057372031,5,True,252,13000,1,2,0 days 00:00:00.278703,corn,0.49301268166203116,0.4895811676793597,0.08667071378574231
64,1971-04-13 01:00:00+00:00,-1634.3716376418274,-1616.7244922042703,-1627.2707919312604,0.006713119624296443,8.582614737367689e-05,0.9782386325339105,5,True,252,13000,1,2,0 days 00:00:00.273024,corn,0.48912209900002385,0.48552928890829633,0.08828154379650231
65,1971-04-20 01:00:00+00:00,-1636.239149877677,-1618.5920044401198,-1629.13830416711,0.006679703754668,8.518798190068669e-05,0.9795084264638493,5,True,252,13000,1,2,0 days 00:00:00.475592,corn,0.5248258123895454,0.5215468112408912,0.08992342107677148
66,1971-04-27 00:00:00+00:00,-1642.5435189588825,-1624.8963735213254,-1635.4426732483155,0.00659010681040484,8.308492602715046e-05,0.9799932355065286,5,True,252,13000,1,2,0 days 00:00:00.327615,corn,0.524651537531545,0.5212586200253574,0.08800221084895606
67,1971-05-04 00:00:00+00:00,-1650.0789597226035,-1632.4318142850464,-1642.9781140120365,0.006506300980321102,8.06443978581579e-05,0.9625501967616137,5,True,252,13000,1,2,0 days 00:00:00.346402,corn,0.05272143352244641,0.08595299067813861,0.07146529422432751
68,1971-05-11 00:00:00+00:00,-1627.1024871792683,-1609.4553417417112,-1620.0016414687013,0.006618925763711378,8.833755493308697e-05,0.9786268852095803,5,True,252,13000,1,2,0 days 00:00:00.351588,corn,0.5952825896156828,0.5922980342011221,0.0930606901318212
69,1971-05-18 00:00:00+00:00,-1629.5260355241267,-1611.8788900865695,-1622.4251898135597,0.006525535707578748,8.748860498529935e-05,0.9779305744606003,5,True,252,13000,1,2,0 days 00:00:00.301069,corn,0.5821607224046603,0.5791586008048927,0.09273588363291675
70,1971-05-25 00:00:00+00:00,-1633.4774456868,-1615.8303002492428,-1626.376599976233,0.00642723989671176,8.612719351479289e-05,0.9764036564743708,5,True,252,13000,1,2,0 days 00:00:00.342540,corn,0.522626594155227,0.5192421925428431,0.08894038293964718
71,1971-06-02 00:00:00+00:00,-1634.0498209043799,-1616.4026754668228,-1626.9489751938129,0.006411594823929041,8.594735746985941e-05,0.9753381407541935,5,True,252,13000,1,2,0 days 00:00:00.355004,corn,0.538722721061414,0.5353726153472508,0.0933454130929692
72,1971-06-09 00:00:00+00:00,-1641.731420666185,-1624.0842752286278,-1634.630574955618,0.006258910425310206,8.339660817028145e-05,0.9843758262563626,5,True,252,13000,1,2,0 days 00:00:00.375350,corn,0.4783196780853002,0.4746016764759056,0.07419031840574257
73,1971-06-16 00:00:00+00:00,-1660.0464855951286,-1642.3993401575715,-1652.9456398845616,0.006074083760139548,7.751589158833592e-05,0.9826708606955191,5,True,252,13000,1,2,0 days 00:00:00.475523,corn,0.005092093313426792,0.06621842617447374,0.06606631797600189
74,1971-07-08 00:00:00+00:00,-1672.3458922663222,-1654.698746828765,-1665.2450465557552,0.005853938217538288,7.385388154821736e-05,0.9607412831643317,5,True,252,13000,1,2,0 days 00:00:00.309428,corn,0.3624668348528193,0.3582025396423712,0.08974076848090971
75,1971-07-15 00:00:00+00:00,-1690.3709851756616,-1672.7238397381045,-1683.2701394650946,0.005654568461674445,6.872797747029127e-05,0.9586957843656068,5,True,252,13000,1,2,0 days 00:00:00.590485,corn,0.10004048718805589,0.12024711195409203,0.07211197642292179
76,1971-07-22 00:00:00+00:00,-1700.481151347009,-1682.834005909452,-1693.380305636442,0.005490281184400952,6.602847373878401e-05,0.9541690682695183,5,True,252,13000,1,2,0 days 00:00:00.691903,corn,0.2980248227692727,0.2939407218635761,0.08313516721929423
77,1971-07-29 00:00:00+00:00,-1707.2420121889877,-1689.5948667514306,-1700.1411664784207,0.005441371400102691,6.429918634480546e-05,0.9555680895305059,5,True,252,13000,1,2,0 days 00:00:00.328619,corn,0.2920252046331661,0.2881159309198838,0.08245461351382827
78,1971-08-05 00:00:00+00:00,-1720.1291478530602,-1702.482002415503,-1713.0283021424932,0.005365810137797174,6.10810286837946e-05,0.960399338321937,5,True,252,13000,1,2,0 days 00:00:00.751333,corn,0.28213096134505433,0.2776961534319062,0.07408036201514011
79,1971-08-12 00:00:00+00:00,-1722.6455117021924,-1704.9983662646353,-1715.5446659916254,0.005338853424230376,6.048101024954021e-05,0.9594097325217533,5,True,252,13000,1,2,0 days 00:00:00.304948,corn,0.3127363113754889,0.30949223791340363,0.08260715822715353
80,1971-08-19 00:00:00+00:00,-1731.6159317781212,-1713.968786340564,-1724.5150860675542,0.005202342549719307,5.835084534190092e-05,0.9516611860917124,5,True,252,13000,1,2,0 days 00:00:00.298847,corn,0.3366923721691678,0.33304994692553025,0.08906097666351201
81,1971-08-26 00:00:00+00:00,-1740.9506311702735,-1723.3034857327164,-1733.8497854597065,0.005062812664179846,5.6219006222333485e-05,0.9513623452205693,5,True,252,13000,1,2,0 days 00:00:00.284277,corn,0.299245485635736,0.29477217521401333,0.07946952503688398
82,1971-09-02 00:00:00+00:00,-1743.2907486559993,-1725.6436032184422,-1736.1899029454323,0.005035552890645416,5.5713419884573935e-05,0.9533100894464592,5,True,252,13000,1,2,0 days 00:00:00.294169,corn,0.28489543259390904,0.2800130615177795,0.07593192077623867
83,1971-09-10 00:00:00+00:00,-1733.1245132055,-1715.477367767943,-1726.023667494933,0.005134201828711271,5.803556140604657e-05,0.9540117507280561,5,True,252,13000,1,2,0 days 00:00:00.334083,corn,0.3361737397812012,0.33228399304062955,0.08438248756519448
84,1971-09-17 00:00:00+00:00,-1718.4107794183483,-1700.7636339807912,-1711.3099337077813,0.005300766219578355,6.148144688850361e-05,0.9483891741960546,5,True,252,13000,1,2,0 days 00:00:00.310889,corn,0.2902763594808296,0.2861484413124637,0.08146994457947018
85,1971-09-24 00:00:00+00:00,-1709.4911742559439,-1691.8440288183867,-1702.3903285453769,0.005429511489730064,6.369100442092059e-05,0.9485318211502007,5,True,252,13000,1,2,0 days 00:00:00.469003,corn,0.3337986539522303,0.32866326032735116,0.08093937465623073
86,1971-10-01 00:00:00+00:00,-1695.9247845611567,-1678.2776391235996,-1688.8239388505897,0.005617795342860251,6.721622032084745e-05,0.9515849049451838,5,True,252,13000,1,2,0 days 00:00:00.362206,corn,0.33791875904782526,0.33568098593456297,0.0889928673499657
87,1971-10-08 00:00:00+00:00,-1687.0332144820568,-1669.3860690444997,-1679.9323687714898,0.005675771543034134,6.962657603598152e-05,0.9516309955228914,5,True,252,13000,1,2,0 days 00:00:00.318210,corn,0.3018460228691785,0.2987417138844917,0.0818671222495516
88,1971-10-15 00:00:00+00:00,-1677.3192003930471,-1659.67205495549,-1670.2183546824801,0.005749831446618514,7.237453264705531e-05,0.9513573917156766,5,True,252,13000,1,2,0 days 00:00:00.305058,corn,0.32417227707410906,0.3205914140493797,0.08826264360755033
89,1971-10-22 00:00:00+00:00,-1676.3274074785368,-1658.6802620409796,-1669.2265617679698,0.00572513796521667,7.266658524413154e-05,0.9676632006137424,5,True,252,13000,1,2,0 days 00:00:00.396534,corn,0.4583274261952,0.45491906406854693,0.08247202104915036
90,1971-10-29 00:00:00+00:00,-1675.3602269870703,-1657.7130815495132,-1668.2593812765033,0.005747364201932061,7.294026550418277e-05,0.9700444012144906,5,True,252,13000,1,2,0 days 00:00:00.302337,corn,0.38009275277689525,0.3755374064344917,0.07153956847019753
91,1971-11-05 01:00:00+00:00,-1664.0044793775855,-1646.3573339400284,-1656.9036336670185,0.005864117892519015,7.630335397062125e-05,0.9801562221234259,5,True,252,13000,1,2,0 days 00:00:00.299235,corn,0.43305978353419844,0.4290222200702076,0.06337799813287329
92,1971-11-12 01:00:00+00:00,-1649.740742139436,-1632.0935967018788,-1642.639896428869,0.006035231337283698,8.074875913824637e-05,0.9837074926704572,5,True,252,13000,1,2,0 days 00:00:00.330049,corn,0.49577947549537454,0.4913925662295663,0.06148749516370935
93,1971-11-19 01:00:00+00:00,-1643.0238612283165,-1625.3767157907594,-1635.9230155177495,0.0061200506657239934,8.293028672807224e-05,0.9872072324084722,5,True,252,13000,1,2,0 days 00:00:00.263857,corn,0.6919461511149323,0.6895015750903954,0.06177980988679339
94,1971-11-29 01:00:00+00:00,-1639.8530486315308,-1622.2059031939737,-1632.7522029209638,0.00616290808217893,8.398062851146144e-05,0.987424033754013,5,True,252,13000,1,2,0 days 00:00:00.350887,corn,0.7596570132696631,0.7570287494191349,0.062084826100104844
95,1971-12-06 01:00:00+00:00,-1605.1399376627564,-1587.4927922251993,-1598.0390919521894,0.006659892141145377,9.63805908693506e-05,0.9578685606907525,5,True,252,13000,1,2,0 days 00:00:00.353207,corn,0.3790434636368549,0.3801454029585272,0.08425427642635726
96,1971-12-13 01:00:00+00:00,-1568.1830023214675,-1550.5358568839104,-1561.0821566109005,0.006959605001691297,0.00011143213123153092,0.9718790998813344,5,True,252,13000,1,2,0 days 00:00:00.653283,corn,0.01744586548238248,0.06989074087113817,0.06855127746858014
97,1971-12-20 01:00:00+00:00,-1541.2932763523258,-1523.6461309147687,-1534.1924306417588,0.0072459738047276215,0.00012413354260776445,0.9782809653982538,5,True,252,13000,1,2,0 days 00:00:00.408151,corn,0.17806979778703638,0.18911015229544786,0.08106554592356915
98,1971-12-28 01:00:00+00:00,-1534.3458610729585,-1516.6987156354014,-1527.2450153623915,0.007394117171636447,0.00012738597453744354,0.9734061259009266,5,True,252,13000,1,2,0 days 00:00:01.003451,corn,0.018763723658387275,0.07057532932453935,0.0694460812022576
99,1972-01-05 01:00:00+00:00,-1527.2867961937327,-1509.6396507561756,-1520.1859504831657,0.007543248393827879,0.00013123463717631042,0.9798843688071891,5,True,252,13000,1,2,0 days 00:00:00.536184,corn,0.07918197352871569,0.10296646810648677,0.07040202267106574
100,1972-01-12 01:00:00+00:00,-1513.741845783134,-1496.094700345577,-1506.641000072567,0.007793868919105185,0.00013851700191891915,0.9840220635002096,5,True,252,13000,1,2,0 days 00:00:00.365037,corn,0.8743212486137258,0.8693156119816023,0.06364394142688994
101,1972-01-19 01:00:00+00:00,-1508.9022911844359,-1491.2551457468787,-1501.8014454738689,0.007895393129534791,0.0001412067729263401,0.9873074860809626,5,True,252,13000,1,2,0 days 00:00:00.201823,corn,0.6534559764237384,0.6504265551375813,0.05902217974963469
102,1972-01-26 01:00:00+00:00,-1506.01114341727,-1488.3639979797128,-1498.910297706703,0.00799933402900897,0.0001428364368858699,0.9875690779260766,5,True,252,13000,1,2,0 days 00:00:00.374181,corn,0.7095713459799244,0.7066880180640762,0.06027374530795693
103,1972-02-02 01:00:00+00:00,-1504.8916555403844,-1487.2445101028272,-1497.7908098298174,0.008049017988848084,0.0001434728826543223,0.9878242937311653,5,True,252,13000,1,2,0 days 00:00:00.329250,corn,0.7041593581282873,0.7013663669007271,0.059448255834431245
