,asofdate,aic,bic,hqic,mae,mse,rsquare,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ar.L2.close,ar.L3.close,ma.L1.close,ma.L2.close,ma.L3.close
0,1970-01-05 01:00:00+00:00,-1583.8104250297806,-1555.5749923296892,-1572.4490718928735,0.006665183664945539,0.00010210254698241206,0.9250753466638224,5,True,252,10,3,3,0 days 00:00:01.963526,corn,0.40832840119089897,0.07293141714284969,0.31101149186290356,0.4306272644019995,0.06613763778856135,0.39275731390888274
1,1970-01-12 01:00:00+00:00,-1582.3077348221054,-1554.072302122014,-1570.9463816851983,0.00663623163342685,0.00010254353579111606,0.9274323361196558,5,True,252,10,3,3,0 days 00:00:01.706072,corn,0.3577744754196521,0.06648095140265843,0.3122256907192812,0.38454216059445895,0.06836334096339883,0.3808921713082687
