,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close
0,2012-12-12 14:30:00+00:00,-1249.2322402290574,-1235.1145238790118,-1243.551563660604,0.014221352078175384,0.00039892699565199767,5,True,252,50,1,1,0 days 00:00:00.163241,CANE,0.17488206497088551,0.14955165679739363
1,2012-12-19 14:30:00+00:00,-1256.5420012503855,-1242.42428490034,-1250.861324681932,0.013972469160329685,0.0003874801765777224,5,True,252,50,1,1,0 days 00:00:00.190531,CANE,0.16801196908626334,0.14428906076885975
2,2012-12-27 14:30:00+00:00,-1271.6969535473058,-1257.5792371972602,-1266.0162769788524,0.013470475998047975,0.0003648261096685856,5,True,252,50,1,1,0 days 00:00:00.155838,CANE,0.20509297355460768,0.18404356009446765
3,2013-01-04 14:30:00+00:00,-1291.8009494288576,-1277.683233078812,-1286.1202728604042,0.013187194967581481,0.0003369763386738644,5,True,252,50,1,1,0 days 00:00:00.159081,CANE,0.1716361429695302,0.15087423343591
4,2013-01-11 14:30:00+00:00,-1294.5751095904802,-1280.4573932404346,-1288.8944330220268,0.01310433951367228,0.00033307675793251294,5,True,252,50,1,1,0 days 00:00:00.176476,CANE,0.1746673062223454,0.15452633702099638
5,2013-01-18 14:30:00+00:00,-1296.1061635642918,-1281.9884472142462,-1290.4254869958384,0.013022441879410812,0.000331131760865243,5,True,252,50,1,1,0 days 00:00:00.184004,CANE,0.1800771649379953,0.1604396680820164
6,2013-01-28 14:30:00+00:00,-1298.4045018751535,-1284.286785525108,-1292.7238253067,0.012979392506712501,0.00032814796624167444,5,True,252,50,1,1,0 days 00:00:00.160059,CANE,0.17198078730939625,0.15051802917580684
7,2013-02-05 14:30:00+00:00,-1302.4882796788947,-1288.3705633288491,-1296.8076031104413,0.012829226132637614,0.0003227861983658112,5,True,252,50,1,1,0 days 00:00:00.179067,CANE,0.17247719083868612,0.15170679955672403
8,2013-02-14 14:30:00+00:00,-1305.9773150634164,-1291.8595987133708,-1300.296638494963,0.012620705956972829,0.0003183833480804819,5,True,252,50,1,1,0 days 00:00:00.239148,CANE,0.18929284416518927,0.16914599316539283
9,2013-02-22 14:30:00+00:00,-1308.7628143863453,-1294.6450980362997,-1303.0821378178919,0.012544420344712157,0.0003148344243118626,5,True,252,50,1,1,0 days 00:00:00.144381,CANE,0.18929053435587762,0.16956168602398358
