,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close,ma.L1.close
0,1969-02-07 14:30:00+00:00,-1432.1754960123558,-1418.0577796623102,-1426.4948194439023,0.010205294446068488,0.00019290886262873655,5,True,252,50,1,1,0 days 00:00:00.265028,NEM,0.035927657884394074,0.015885452112448798
1,1969-02-17 14:30:00+00:00,-1433.532423847491,-1419.4147074974453,-1427.8517472790375,0.010189684387046545,0.00019184440088679714,5,True,252,50,1,1,0 days 00:00:00.230996,NEM,0.0360469861748462,0.01606915510117172
2,1969-02-25 14:30:00+00:00,-1422.6073893652165,-1408.4896730151709,-1416.926712796763,0.010434901182263551,0.00020042278035905864,5,True,252,50,1,1,0 days 00:00:00.251040,NEM,0.03696785159899414,0.016498509421918855
3,1969-03-04 14:30:00+00:00,-1426.2011054416266,-1412.083389091581,-1420.5204288731732,0.010336469277573163,0.00019757048999345734,5,True,252,50,1,1,0 days 00:00:00.216966,NEM,0.03663832543409855,0.0164325857315759
4,1969-03-11 14:30:00+00:00,-1423.11032138756,-1408.9926050375143,-1417.4296448191064,0.01040087589517867,0.00020005632160444075,5,True,252,50,1,1,0 days 00:00:00.261001,NEM,0.03707050771657035,0.0172009805715354
5,1969-03-18 14:30:00+00:00,-1411.5555715229752,-1397.4378551729296,-1405.8748949545218,0.010717928370312504,0.00020945371534830621,5,True,252,50,1,1,0 days 00:00:00.187999,NEM,0.25868633359369864,0.2749395481832261
6,1969-03-25 14:30:00+00:00,-1422.1535440540965,-1408.035827704051,-1416.472867485643,0.010324187690617683,0.00020080169049588767,5,True,252,50,1,1,0 days 00:00:00.210009,NEM,0.039356436021651786,0.023241970693135956
7,1969-04-02 14:30:00+00:00,-1417.545186364534,-1403.4274700144883,-1411.8645097960805,0.010500801977126365,0.00020455725475579858,5,True,252,50,1,1,0 days 00:00:00.207991,NEM,0.047423589506700774,0.032138749312297016
8,1969-04-10 14:30:00+00:00,-1416.8624492903068,-1402.7447329402612,-1411.1817727218533,0.010537787367522916,0.0002051907545887227,5,True,252,50,1,1,0 days 00:00:00.276003,NEM,0.044100377906608826,0.02811896656596361
9,1969-04-17 14:30:00+00:00,-1431.541727524209,-1417.4240111741633,-1425.8610509557554,0.01034214004030214,0.00019345598523804762,5,True,252,50,1,1,0 days 00:00:00.237997,NEM,0.042009803750980235,0.026560224044266657
