,0
Unnamed: 0,349.5
aic,-785.4583647997681
bic,-774.8700775372337
hqic,-781.1978573734278
mae,0.035555798935971876
mse,0.002788259907084665
forecastHorizon,5.0
diff,1.0
trainDFLength,252.0
num_models,3500.0
order_p,1.0
order_q,0.0
ar.L1.close,0.06290427174942201
