,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.close
0,2005-03-28 22:46:00+00:00,-966.8229090863448,-956.2346218238105,-962.5624016600046,0.022552330531102602,0.00123301840694838,5,True,252,3500,1,0,0 days 00:00:00.148898,vix,0.06296654198290462
1,2005-04-04 21:46:00+00:00,-967.4973579432536,-956.9090706807193,-963.2368505169135,0.02252267751410303,0.0012297181587943237,5,True,252,3500,1,0,0 days 00:00:00.169998,vix,0.06281521067837881
2,2005-04-11 21:46:00+00:00,-966.5288137995193,-955.940526536985,-962.2683063731791,0.02255844142626189,0.0012344635616111056,5,True,252,3500,1,0,0 days 00:00:00.105562,vix,0.06296934685794828
3,2005-04-18 21:46:00+00:00,-961.0864971386101,-950.4982098760757,-956.8259897122699,0.02296513758061203,0.001261408660861356,5,True,252,3500,1,0,0 days 00:00:00.140036,vix,0.0629909523400524
4,2005-04-25 21:46:00+00:00,-961.2082710086346,-950.6199837461003,-956.9477635822944,0.023241415142875563,0.0012607909754910893,5,True,252,3500,1,0,0 days 00:00:00.102997,vix,0.06283917410395307
5,2005-05-02 21:46:00+00:00,-961.2005762323132,-950.6122889697789,-956.940068805973,0.023103805645204714,0.0012608302047945035,5,True,252,3500,1,0,0 days 00:00:00.118963,vix,0.06279040649922071
6,2005-05-09 21:46:00+00:00,-966.7874026042092,-956.1991153416749,-962.526895177869,0.022666459624839288,0.0012332221578925083,5,True,252,3500,1,0,0 days 00:00:00.079999,vix,0.06308890792334815
7,2005-05-16 21:46:00+00:00,-965.1491129364873,-954.560825673953,-960.8886055101472,0.022815302951644335,0.0012412428607897319,5,True,252,3500,1,0,0 days 00:00:00.073040,vix,0.062987805382075
8,2005-05-23 21:46:00+00:00,-965.6575917034301,-955.0693044408957,-961.3970842770899,0.02272585123809369,0.0012387831198075443,5,True,252,3500,1,0,0 days 00:00:00.094966,vix,0.06325046078684406
9,2005-05-31 21:46:00+00:00,-968.2886010314156,-957.7003137688813,-964.0280936050755,0.022635375678041116,0.0012258582671697078,5,True,252,3500,1,0,0 days 00:00:00.074010,vix,0.06280531257111743
10,2005-06-07 21:46:00+00:00,-969.0679271794853,-958.479639916951,-964.8074197531452,0.02260800414171498,0.0012220711379285368,5,True,252,3500,1,0,0 days 00:00:00.082987,vix,0.06276768392614829
11,2005-06-14 21:46:00+00:00,-952.7466251058858,-942.1583378433514,-948.4861176795456,0.022566139381005955,0.0013038463024830338,5,True,252,3500,1,0,0 days 00:00:00.079005,vix,0.06279897639394127
12,2005-06-21 21:46:00+00:00,-956.3539814250004,-945.765694162466,-952.0934739986602,0.022222980575599204,0.0012853165427833817,5,True,252,3500,1,0,0 days 00:00:00.088994,vix,0.06281154922472773
13,2005-06-28 21:46:00+00:00,-957.5569113288624,-946.9686240663281,-953.2964039025222,0.022115775965293294,0.001279197044022591,5,True,252,3500,1,0,0 days 00:00:00.123010,vix,0.06284243370994404
14,2005-07-06 21:46:00+00:00,-959.9290503028168,-949.3407630402825,-955.6685428764766,0.021750048269003217,0.001267213202664743,5,True,252,3500,1,0,0 days 00:00:00.152988,vix,0.06283259971885789
15,2005-07-13 21:46:00+00:00,-1028.5149927304365,-1017.9267054679021,-1024.2544853040963,0.020338670899679313,0.0009652765382561078,5,True,252,3500,1,0,0 days 00:00:00.113999,vix,0.06288893866296369
16,2005-07-20 21:46:00+00:00,-1031.7832983332296,-1021.1950110706953,-1027.5227909068894,0.02001460118259462,0.0009528388414896284,5,True,252,3500,1,0,0 days 00:00:00.086004,vix,0.06287240691228418
17,2005-07-27 21:46:00+00:00,-1034.3380767592812,-1023.7497894967469,-1030.077569332941,0.019853615285822256,0.0009432275692106061,5,True,252,3500,1,0,0 days 00:00:00.086002,vix,0.06290633500476454
18,2005-08-03 21:46:00+00:00,-1036.8795606192703,-1026.291273356736,-1032.61905319293,0.019713244447216435,0.0009337644621214145,5,True,252,3500,1,0,0 days 00:00:00.091998,vix,0.06318761114966542
19,2005-08-10 21:46:00+00:00,-1039.4977326532435,-1028.9094453907092,-1035.2372252269033,0.019495783873156387,0.0009241111670994354,5,True,252,3500,1,0,0 days 00:00:00.101053,vix,0.06289175564937985
20,2005-08-17 21:46:00+00:00,-1022.2094800788204,-1011.6211928162861,-1017.9489726524803,0.01978618765743562,0.000989733969160411,5,True,252,3500,1,0,0 days 00:00:00.093978,vix,0.06288629852687534
21,2005-08-24 21:46:00+00:00,-1024.072664265781,-1013.4843770032467,-1019.8121568394408,0.0195405511286376,0.0009824437723402388,5,True,252,3500,1,0,0 days 00:00:00.092966,vix,0.06289544115360846
22,2005-08-31 21:46:00+00:00,-1025.6585912280475,-1015.0703039655132,-1021.3980838017073,0.019366288427785126,0.0009762804751624486,5,True,252,3500,1,0,0 days 00:00:00.080001,vix,0.06289980476462306
23,2005-09-08 21:46:00+00:00,-1026.5815173109763,-1015.993230048442,-1022.3210098846362,0.01924206704431941,0.0009727117748126503,5,True,252,3500,1,0,0 days 00:00:00.070998,vix,0.06310920722492026
24,2005-09-15 21:46:00+00:00,-1039.2798077926932,-1028.6915205301589,-1035.019300366353,0.018688670789791223,0.0009249106613183331,5,True,252,3500,1,0,0 days 00:00:00.085005,vix,0.06290032955114296
25,2005-09-22 21:46:00+00:00,-1038.5090120799232,-1027.9207248173889,-1034.248504653583,0.01871236458261092,0.0009277440490647191,5,True,252,3500,1,0,0 days 00:00:00.087000,vix,0.06291571863302509
26,2005-09-29 21:46:00+00:00,-1042.9553707457285,-1032.3670834831942,-1038.6948633193883,0.018451738377071224,0.000911518300464292,5,True,252,3500,1,0,0 days 00:00:00.088003,vix,0.06293425651090392
27,2005-10-06 21:46:00+00:00,-1044.1745371367588,-1033.5862498742244,-1039.9140297104186,0.018357369848662795,0.0009071183800365073,5,True,252,3500,1,0,0 days 00:00:00.089030,vix,0.0628648365580393
28,2005-10-13 21:46:00+00:00,-1046.463682267347,-1035.8753950048126,-1042.2031748410068,0.018368937274937006,0.0008989166494775888,5,True,252,3500,1,0,0 days 00:00:00.067970,vix,0.06320666740428535
29,2005-10-20 21:46:00+00:00,-1046.6218774648178,-1036.0335902022834,-1042.3613700384776,0.01835805882583516,0.0008983524873743153,5,True,252,3500,1,0,0 days 00:00:00.171997,vix,0.06298468981486303
30,2005-10-27 21:46:00+00:00,-1044.428363426653,-1033.8400761641187,-1040.167856000313,0.01852445027254192,0.0009062059398010396,5,True,252,3500,1,0,0 days 00:00:00.086006,vix,0.06299547189729232
31,2005-11-03 22:46:00+00:00,-1049.688572030073,-1039.1002847675386,-1045.4280646037328,0.018243579517926743,0.0008874863331742417,5,True,252,3500,1,0,0 days 00:00:00.077992,vix,0.06287461179417973
32,2005-11-10 22:46:00+00:00,-1048.2877407984715,-1037.6994535359372,-1044.0272333721314,0.01832266812739733,0.000892433388870628,5,True,252,3500,1,0,0 days 00:00:00.048999,vix,0.06311047713126637
