Date,rescaled_pnl
2019-05-15 00:00:00-04:00,-373.3494796752965
2019-05-16 00:00:00-04:00,-193.97710037231687
2019-05-17 00:00:00-04:00,-101.94218063354496
2019-05-20 00:00:00-04:00,202.9120826721179
2019-05-21 00:00:00-04:00,127.05373001098505
2019-05-22 00:00:00-04:00,215.10016632080098
2019-05-23 00:00:00-04:00,606.9483222961398
2019-05-24 00:00:00-04:00,811.504993438718
2019-05-28 00:00:00-04:00,819.4903411865198
2019-05-29 00:00:00-04:00,58.72284698486203
2019-05-30 00:00:00-04:00,471.32974624633664
2019-05-31 00:00:00-04:00,619.405370712279
2019-06-03 00:00:00-04:00,1785.2437152862522
2019-06-04 00:00:00-04:00,1305.3787689208937
2019-06-05 00:00:00-04:00,-539.2968540191689
2019-06-06 00:00:00-04:00,1220.916322708132
2019-06-07 00:00:00-04:00,1922.3018398284933
2019-06-10 00:00:00-04:00,2554.6329860687274
2019-06-11 00:00:00-04:00,2812.2544689178567
2019-06-12 00:00:00-04:00,2624.825239181525
2019-06-13 00:00:00-04:00,2794.6645412445064
2019-06-14 00:00:00-04:00,2907.40239524842
2019-06-17 00:00:00-04:00,2921.167333602907
2019-06-18 00:00:00-04:00,2611.73464775086
2019-06-19 00:00:00-04:00,2929.1015682220514
2019-06-20 00:00:00-04:00,3412.6347560882596
2019-06-21 00:00:00-04:00,4143.235235214233
2019-06-24 00:00:00-04:00,3900.7604579925537
2019-06-25 00:00:00-04:00,3718.359884262085
2019-06-26 00:00:00-04:00,2952.2042598724365
2019-06-27 00:00:00-04:00,2945.3155422210707
2019-06-28 00:00:00-04:00,2761.134962081913
2019-07-01 00:00:00-04:00,2680.635011672975
2019-07-02 00:00:00-04:00,2659.440649032594
2019-07-03 00:00:00-04:00,2683.6839618682875
2019-07-05 00:00:00-04:00,3749.6007404327393
2019-07-08 00:00:00-04:00,3303.0172901153633
2019-07-09 00:00:00-04:00,2973.827623367312
2019-07-10 00:00:00-04:00,2901.9176197051993
2019-07-11 00:00:00-04:00,3058.2429370880127
2019-07-12 00:00:00-04:00,3067.7869739532493
2019-07-15 00:00:00-04:00,3325.1401538848877
2019-07-16 00:00:00-04:00,3324.9388141632126
2019-07-17 00:00:00-04:00,3088.9889698028587
2019-07-18 00:00:00-04:00,2811.1087970733643
2019-07-19 00:00:00-04:00,3151.4604206085214
2019-07-22 00:00:00-04:00,2958.2257175445543
2019-07-23 00:00:00-04:00,2854.3085651397714
2019-07-24 00:00:00-04:00,3081.020433425902
2019-07-25 00:00:00-04:00,2586.8859348297115
2019-07-26 00:00:00-04:00,2381.2784900665292
2019-07-29 00:00:00-04:00,3328.8960514068613
2019-07-30 00:00:00-04:00,3407.7402286529573
2019-07-31 00:00:00-04:00,2927.0670261383066
2019-08-01 00:00:00-04:00,1399.2463397979768
2019-08-02 00:00:00-04:00,2600.3292713165315
2019-08-05 00:00:00-04:00,2934.1894130706805
2019-08-06 00:00:00-04:00,3176.0293216705354
2019-08-07 00:00:00-04:00,3583.014581680301
2019-08-08 00:00:00-04:00,3897.7063274383577
2019-08-09 00:00:00-04:00,4640.216718673708
2019-08-12 00:00:00-04:00,4622.997938156131
2019-08-13 00:00:00-04:00,4202.806791305549
2019-08-14 00:00:00-04:00,4700.51392936707
