Date,rescaled_pnl
2014-05-13 00:00:00-04:00,
2014-05-14 00:00:00-04:00,
2014-05-15 00:00:00-04:00,
2014-05-16 00:00:00-04:00,
2014-05-19 00:00:00-04:00,
2014-05-20 00:00:00-04:00,
2014-05-21 00:00:00-04:00,
2014-05-22 00:00:00-04:00,
2014-05-23 00:00:00-04:00,
2014-05-27 00:00:00-04:00,
2014-05-28 00:00:00-04:00,
2014-05-29 00:00:00-04:00,
2014-05-30 00:00:00-04:00,
2014-06-02 00:00:00-04:00,
2014-06-03 00:00:00-04:00,
2014-06-04 00:00:00-04:00,
2014-06-05 00:00:00-04:00,
2014-06-06 00:00:00-04:00,
2014-06-09 00:00:00-04:00,
2014-06-10 00:00:00-04:00,
2014-06-11 00:00:00-04:00,
2014-06-12 00:00:00-04:00,
2014-06-13 00:00:00-04:00,
2014-06-16 00:00:00-04:00,
2014-06-17 00:00:00-04:00,
2014-06-18 00:00:00-04:00,
2014-06-19 00:00:00-04:00,
2014-06-20 00:00:00-04:00,
2014-06-23 00:00:00-04:00,
2014-06-24 00:00:00-04:00,0.9992825049583357
2014-06-25 00:00:00-04:00,0.9948559910430542
2014-06-26 00:00:00-04:00,0.9998155148969696
2014-06-27 00:00:00-04:00,1.0
2014-06-30 00:00:00-04:00,1.0
2014-07-01 00:00:00-04:00,1.0
2014-07-02 00:00:00-04:00,1.0
2014-07-03 00:00:00-04:00,1.0
2014-07-07 00:00:00-04:00,1.0
2014-07-08 00:00:00-04:00,0.9876357851967943
2014-07-09 00:00:00-04:00,0.9761765769414807
2014-07-10 00:00:00-04:00,0.9772545663831729
2014-07-11 00:00:00-04:00,0.9775192084691593
2014-07-14 00:00:00-04:00,0.9778471947328464
2014-07-15 00:00:00-04:00,0.979163065686302
2014-07-16 00:00:00-04:00,0.9776802666176037
2014-07-17 00:00:00-04:00,0.9815995644634843
2014-07-18 00:00:00-04:00,0.9752481998832958
2014-07-21 00:00:00-04:00,0.9810234811531376
2014-07-22 00:00:00-04:00,0.9797933519060572
2014-07-23 00:00:00-04:00,0.9827009182386995
2014-07-24 00:00:00-04:00,0.985911431614233
2014-07-25 00:00:00-04:00,0.9875645862385806
2014-07-28 00:00:00-04:00,0.9764776474746997
2014-07-29 00:00:00-04:00,0.9754352391748292
2014-07-30 00:00:00-04:00,0.9711121369712209
2014-07-31 00:00:00-04:00,0.9710342675579049
2014-08-01 00:00:00-04:00,0.9727006617723756
2014-08-04 00:00:00-04:00,0.9727785803190873
2014-08-05 00:00:00-04:00,0.9724982251625462
2014-08-06 00:00:00-04:00,0.9729810169289165
2014-08-07 00:00:00-04:00,0.9760813889888066
2014-08-08 00:00:00-04:00,0.9733862976048072
2014-08-11 00:00:00-04:00,0.9722976752049259
2014-08-12 00:00:00-04:00,0.972270666700078
2014-08-13 00:00:00-04:00,0.9732594767822612
2014-08-14 00:00:00-04:00,0.9798158423494927
2014-08-15 00:00:00-04:00,0.983610897788154
2014-08-18 00:00:00-04:00,0.9957515027397386
2014-08-19 00:00:00-04:00,1.0
2014-08-20 00:00:00-04:00,1.0
2014-08-21 00:00:00-04:00,1.0
2014-08-22 00:00:00-04:00,1.0
2014-08-25 00:00:00-04:00,0.9969705432711895
2014-08-26 00:00:00-04:00,1.0
2014-08-27 00:00:00-04:00,1.0
2014-08-28 00:00:00-04:00,1.0
2014-08-29 00:00:00-04:00,1.0
2014-09-02 00:00:00-04:00,1.0
2014-09-03 00:00:00-04:00,0.9987288808031695
2014-09-04 00:00:00-04:00,1.0
2014-09-05 00:00:00-04:00,1.0
2014-09-08 00:00:00-04:00,1.0
2014-09-09 00:00:00-04:00,1.0
2014-09-10 00:00:00-04:00,0.992151260570286
2014-09-11 00:00:00-04:00,0.9954213552308904
2014-09-12 00:00:00-04:00,0.995636254712613
2014-09-15 00:00:00-04:00,0.9994824830851065
2014-09-16 00:00:00-04:00,0.9955325504691638
2014-09-17 00:00:00-04:00,0.9928417304236414
2014-09-18 00:00:00-04:00,0.9933034049530578
2014-09-19 00:00:00-04:00,1.0
2014-09-22 00:00:00-04:00,1.0
2014-09-23 00:00:00-04:00,0.9978709029693593
2014-09-24 00:00:00-04:00,0.9922658399268968
2014-09-25 00:00:00-04:00,1.0
2014-09-26 00:00:00-04:00,1.0
2014-09-29 00:00:00-04:00,0.9959491583952277
2014-09-30 00:00:00-04:00,0.9945460333949754
2014-10-01 00:00:00-04:00,0.9990701267313336
2014-10-02 00:00:00-04:00,1.0
2014-10-03 00:00:00-04:00,1.0
2014-10-06 00:00:00-04:00,1.0
2014-10-07 00:00:00-04:00,1.0
2014-10-08 00:00:00-04:00,1.0
2014-10-09 00:00:00-04:00,1.0
2014-10-10 00:00:00-04:00,1.0
2014-10-13 00:00:00-04:00,1.0
2014-10-14 00:00:00-04:00,1.0
2014-10-15 00:00:00-04:00,0.999758920301217
2014-10-16 00:00:00-04:00,0.993622891328329
2014-10-17 00:00:00-04:00,0.9899808850565469
2014-10-20 00:00:00-04:00,0.9901888017082172
2014-10-21 00:00:00-04:00,0.9893851109120201
2014-10-22 00:00:00-04:00,0.979586710873763
2014-10-23 00:00:00-04:00,0.9885269614430326
2014-10-24 00:00:00-04:00,1.0
2014-10-27 00:00:00-04:00,1.0
2014-10-28 00:00:00-04:00,1.0
2014-10-29 00:00:00-04:00,1.0
2014-10-30 00:00:00-04:00,0.9965438042681098
2014-10-31 00:00:00-04:00,1.0
2014-11-03 00:00:00-05:00,1.0
2014-11-04 00:00:00-05:00,1.0
2014-11-05 00:00:00-05:00,0.9990403463339087
2014-11-06 00:00:00-05:00,1.0
2014-11-07 00:00:00-05:00,1.0
2014-11-10 00:00:00-05:00,1.0
2014-11-11 00:00:00-05:00,1.0
2014-11-12 00:00:00-05:00,0.9982134825563372
2014-11-13 00:00:00-05:00,0.9979475994671613
2014-11-14 00:00:00-05:00,1.0
2014-11-17 00:00:00-05:00,0.9966174963675543
2014-11-18 00:00:00-05:00,0.9986145627136326
2014-11-19 00:00:00-05:00,1.0
2014-11-20 00:00:00-05:00,0.9987648027946108
2014-11-21 00:00:00-05:00,1.0
2014-11-24 00:00:00-05:00,1.0
2014-11-25 00:00:00-05:00,1.0
2014-11-26 00:00:00-05:00,1.0
2014-11-28 00:00:00-05:00,1.0
2014-12-01 00:00:00-05:00,1.0
2014-12-02 00:00:00-05:00,0.9950578617476478
2014-12-03 00:00:00-05:00,0.9987696301885763
2014-12-04 00:00:00-05:00,0.9961191936621185
2014-12-05 00:00:00-05:00,0.9981438546032739
2014-12-08 00:00:00-05:00,1.0
2014-12-09 00:00:00-05:00,1.0
2014-12-10 00:00:00-05:00,0.9954717052118005
2014-12-11 00:00:00-05:00,0.991938133207359
2014-12-12 00:00:00-05:00,0.9960096233900692
2014-12-15 00:00:00-05:00,1.0
2014-12-16 00:00:00-05:00,1.0
2014-12-17 00:00:00-05:00,0.9957023845579568
2014-12-18 00:00:00-05:00,0.9871627238703916
2014-12-19 00:00:00-05:00,0.9858080247233527
2014-12-22 00:00:00-05:00,0.9886555752413226
2014-12-23 00:00:00-05:00,0.9989018857157739
2014-12-24 00:00:00-05:00,1.0
2014-12-26 00:00:00-05:00,1.0
2014-12-29 00:00:00-05:00,1.0
2014-12-30 00:00:00-05:00,1.0
2014-12-31 00:00:00-05:00,0.9955542352269973
2015-01-02 00:00:00-05:00,0.9871065465723228
2015-01-05 00:00:00-05:00,0.9859047913906722
2015-01-06 00:00:00-05:00,0.9759167489593437
2015-01-07 00:00:00-05:00,0.9810252517804199
2015-01-08 00:00:00-05:00,0.9865730330178258
2015-01-09 00:00:00-05:00,0.983767548744393
2015-01-12 00:00:00-05:00,0.9827930841685594
2015-01-13 00:00:00-05:00,0.9903483578820205
2015-01-14 00:00:00-05:00,0.9901399849328444
2015-01-15 00:00:00-05:00,0.9906701147990542
2015-01-16 00:00:00-05:00,0.9896361405539857
2015-01-20 00:00:00-05:00,0.9958446063409319
2015-01-21 00:00:00-05:00,0.9969143466232779
2015-01-22 00:00:00-05:00,1.0
2015-01-23 00:00:00-05:00,1.0
2015-01-26 00:00:00-05:00,0.995864841416935
2015-01-27 00:00:00-05:00,0.9996232065658136
2015-01-28 00:00:00-05:00,0.9903002527097644
2015-01-29 00:00:00-05:00,0.9976799101160698
2015-01-30 00:00:00-05:00,0.9971613920797928
2015-02-02 00:00:00-05:00,0.9892356836953687
2015-02-03 00:00:00-05:00,0.9797331581354294
2015-02-04 00:00:00-05:00,0.9705476243081501
2015-02-05 00:00:00-05:00,0.9684135697334971
2015-02-06 00:00:00-05:00,0.9753695108162371
2015-02-09 00:00:00-05:00,0.973307676493275
2015-02-10 00:00:00-05:00,0.9697149705875091
2015-02-11 00:00:00-05:00,0.9772415017836235
2015-02-12 00:00:00-05:00,0.9785126061830662
2015-02-13 00:00:00-05:00,0.9855371320558699
