Date,rescaled_pnl
2014-05-13 00:00:00-04:00,970.7511138916032
2014-05-14 00:00:00-04:00,1101.2239685058544
2014-05-15 00:00:00-04:00,701.7720718383786
2014-05-16 00:00:00-04:00,-299.03955841064476
2014-05-19 00:00:00-04:00,-34.27008056640733
2014-05-20 00:00:00-04:00,-304.4877452850332
2014-05-21 00:00:00-04:00,178.74414634704584
2014-05-22 00:00:00-04:00,-66.29046821594238
2014-05-23 00:00:00-04:00,-407.3714714050293
2014-05-27 00:00:00-04:00,-546.2960205078128
2014-05-28 00:00:00-04:00,2.0400981903048887
2014-05-29 00:00:00-04:00,-94.89996910095245
2014-05-30 00:00:00-04:00,676.5785655975366
2014-06-02 00:00:00-04:00,878.7595481872553
2014-06-03 00:00:00-04:00,996.0932102203383
2014-06-04 00:00:00-04:00,920.6167697906542
2014-06-05 00:00:00-04:00,1152.6784534454328
2014-06-06 00:00:00-04:00,1664.6205844879153
2014-06-09 00:00:00-04:00,2223.9707050323486
2014-06-10 00:00:00-04:00,2202.309953689575
2014-06-11 00:00:00-04:00,2091.7501068115266
2014-06-12 00:00:00-04:00,1564.5099067687993
2014-06-13 00:00:00-04:00,330.7898445129367
2014-06-16 00:00:00-04:00,880.9211006164554
2014-06-17 00:00:00-04:00,1092.4337043762212
2014-06-18 00:00:00-04:00,1659.938037872315
2014-06-19 00:00:00-04:00,2718.570400238039
2014-06-20 00:00:00-04:00,2765.345027923585
2014-06-23 00:00:00-04:00,3119.535869598388
2014-06-24 00:00:00-04:00,3133.135585784913
2014-06-25 00:00:00-04:00,2577.075809478758
2014-06-26 00:00:00-04:00,3168.055576324464
2014-06-27 00:00:00-04:00,3218.5962944030744
2014-06-30 00:00:00-04:00,3163.2833671569833
2014-07-01 00:00:00-04:00,3160.8131675720224
2014-07-02 00:00:00-04:00,4336.046035766604
2014-07-03 00:00:00-04:00,4482.246263504029
2014-07-07 00:00:00-04:00,5624.798303604128
2014-07-08 00:00:00-04:00,4558.253015518189
2014-07-09 00:00:00-04:00,3164.055828094486
2014-07-10 00:00:00-04:00,3239.965023040775
2014-07-11 00:00:00-04:00,3213.3940696716345
2014-07-14 00:00:00-04:00,3236.174121856693
2014-07-15 00:00:00-04:00,3296.9069480896032
2014-07-16 00:00:00-04:00,3145.0739707946814
2014-07-17 00:00:00-04:00,3493.7779197692907
2014-07-18 00:00:00-04:00,2926.648082733158
2014-07-21 00:00:00-04:00,3383.3823814392126
2014-07-22 00:00:00-04:00,3303.563594818119
2014-07-23 00:00:00-04:00,3536.4346275329626
2014-07-24 00:00:00-04:00,3687.59207344055
2014-07-25 00:00:00-04:00,3877.5787143707275
2014-07-28 00:00:00-04:00,3000.5413398742658
2014-07-29 00:00:00-04:00,2804.50477600098
2014-07-30 00:00:00-04:00,2475.332973480223
2014-07-31 00:00:00-04:00,2467.122844696043
2014-08-01 00:00:00-04:00,2642.818416595457
2014-08-04 00:00:00-04:00,2651.0337257385236
2014-08-05 00:00:00-04:00,2621.474597930905
2014-08-06 00:00:00-04:00,2672.3775444030744
2014-08-07 00:00:00-04:00,2930.9529457092267
2014-08-08 00:00:00-04:00,2702.712276458737
2014-08-11 00:00:00-04:00,3013.8991279602033
2014-08-12 00:00:00-04:00,2982.8959541320783
2014-08-13 00:00:00-04:00,2918.2760429382306
2014-08-14 00:00:00-04:00,3462.3870964050284
2014-08-15 00:00:00-04:00,3998.5984001159636
2014-08-18 00:00:00-04:00,3932.0414772033673
2014-08-19 00:00:00-04:00,5049.58873367309
2014-08-20 00:00:00-04:00,5837.741512298583
2014-08-21 00:00:00-04:00,6139.777652740477
2014-08-22 00:00:00-04:00,6421.200672149649
2014-08-25 00:00:00-04:00,6303.892072677609
2014-08-26 00:00:00-04:00,7064.1243343353235
2014-08-27 00:00:00-04:00,7405.7640800476
2014-08-28 00:00:00-04:00,7444.524459838867
2014-08-29 00:00:00-04:00,7308.546413421627
2014-09-02 00:00:00-04:00,7463.414852142329
2014-09-03 00:00:00-04:00,7522.25034332275
2014-09-04 00:00:00-04:00,7539.908782958981
2014-09-05 00:00:00-04:00,7717.662750244137
2014-09-08 00:00:00-04:00,8184.644561767575
2014-09-09 00:00:00-04:00,8190.136260986327
2014-09-10 00:00:00-04:00,7150.371833801269
2014-09-11 00:00:00-04:00,7837.681980133058
2014-09-12 00:00:00-04:00,7995.794239044193
2014-09-15 00:00:00-04:00,8072.128101348878
2014-09-16 00:00:00-04:00,7687.024578094483
2014-09-17 00:00:00-04:00,7664.097766876224
