Date,asofdate,pointForecast,Close,forecastday,product_name,MA_50,MA_diff_50
2014-04-29 00:00:00-04:00,2014-04-30 00:00:00-04:00,38.65824142974227,38.70841217041016,1,EWJ,39.232417297363284,-0.018814163208006107
2014-04-30 00:00:00-04:00,2014-05-01 00:00:00-04:00,38.72316421349226,38.60387802124024,2,EWJ,39.19409210205078,-0.03832519531250256
2014-05-01 00:00:00-04:00,2014-05-02 00:00:00-04:00,38.72989992724923,39.09165954589844,3,EWJ,39.17527801513672,-0.0188140869140625
2014-05-02 00:00:00-04:00,2014-05-05 00:00:00-04:00,38.68075816015169,39.0219841003418,4,EWJ,39.1599479675293,-0.015330047607420738
2014-05-05 00:00:00-04:00,2014-05-06 00:00:00-04:00,38.69125444225419,38.91744995117188,5,EWJ,39.136255798339846,-0.023692169189452272
2014-05-06 00:00:00-04:00,2014-05-07 00:00:00-04:00,38.82071475242933,38.81293869018555,1,EWJ,39.10141502380372,-0.03484077453612855
2014-05-07 00:00:00-04:00,2014-05-08 00:00:00-04:00,38.7775992131356,38.63872528076172,2,EWJ,39.06587699890137,-0.035538024902344034
2014-05-08 00:00:00-04:00,2014-05-09 00:00:00-04:00,38.79844503669845,38.499359130859375,3,EWJ,39.031035919189456,-0.03484107971191719
2014-05-09 00:00:00-04:00,2014-05-12 00:00:00-04:00,38.82826504254229,38.81293869018555,4,EWJ,39.002466430664064,-0.028569488525391762
2014-05-12 00:00:00-04:00,2014-05-13 00:00:00-04:00,38.80908131170782,38.847774505615234,5,EWJ,38.970412750244144,-0.03205368041992074
2014-05-13 00:00:00-04:00,2014-05-14 00:00:00-04:00,39.33536129244586,39.370384216308594,1,EWJ,38.96762527465821,-0.0027874755859329525
2014-05-14 00:00:00-04:00,2014-05-15 00:00:00-04:00,39.371479372273164,39.16134262084961,2,EWJ,38.9404493713379,-0.0271759033203125
2014-05-15 00:00:00-04:00,2014-05-16 00:00:00-04:00,39.39197319795217,38.77809143066406,3,EWJ,38.91466705322266,-0.025782318115240344
2014-05-16 00:00:00-04:00,2014-05-19 00:00:00-04:00,39.35191022750306,38.847774505615234,4,EWJ,38.87494827270508,-0.039718780517574714
2014-05-19 00:00:00-04:00,2014-05-20 00:00:00-04:00,39.34663458903397,38.91744995117188,5,EWJ,38.84219772338868,-0.032750549316403976
2014-05-20 00:00:00-04:00,2014-05-21 00:00:00-04:00,38.5280891591168,38.46452331542969,1,EWJ,38.80387252807618,-0.03832519531250256
2014-05-21 00:00:00-04:00,2014-05-22 00:00:00-04:00,38.51231706109129,38.91744995117188,2,EWJ,38.78296783447266,-0.02090469360351932
2014-05-22 00:00:00-04:00,2014-05-23 00:00:00-04:00,38.35498731026575,39.30070495605469,3,EWJ,38.777393417358404,-0.005574417114253549
2014-05-23 00:00:00-04:00,2014-05-27 00:00:00-04:00,38.406131939797106,39.683963775634766,4,EWJ,38.79272369384766,0.015330276489258665
2014-05-27 00:00:00-04:00,2014-05-28 00:00:00-04:00,38.530127625669046,39.997520446777344,5,EWJ,38.82338363647462,0.030659942626954262
2014-05-28 00:00:00-04:00,2014-05-29 00:00:00-04:00,39.879328955433515,39.82332229614258,1,EWJ,38.84219802856446,0.018814392089844034
2014-05-29 00:00:00-04:00,2014-05-30 00:00:00-04:00,39.794890574592024,40.27625274658203,2,EWJ,38.870767593383796,0.02856956481933537
2014-05-30 00:00:00-04:00,2014-06-02 00:00:00-04:00,39.78091544954102,40.3459358215332,3,EWJ,38.90491180419922,0.034144210815426845
2014-06-02 00:00:00-04:00,2014-06-03 00:00:00-04:00,39.848968015529955,40.83371353149414,4,EWJ,38.959960632324226,0.05504882812500256
2014-06-03 00:00:00-04:00,2014-06-04 00:00:00-04:00,39.84291267730557,40.76403427124024,5,EWJ,39.01710014343262,0.05713951110839588
2014-06-04 00:00:00-04:00,2014-06-05 00:00:00-04:00,40.99771410090909,41.04275131225586,1,EWJ,39.07702659606934,0.059926452636716476
2014-06-05 00:00:00-04:00,2014-06-06 00:00:00-04:00,41.04556638103416,41.14727783203125,2,EWJ,39.13555931091309,0.05853271484375
2014-06-06 00:00:00-04:00,2014-06-09 00:00:00-04:00,41.13331543313854,41.14727783203125,3,EWJ,39.18851768493653,0.05295837402344006
2014-06-09 00:00:00-04:00,2014-06-10 00:00:00-04:00,41.08933041515963,41.11244201660156,4,EWJ,39.229630203247076,0.041112518310548296
2014-06-10 00:00:00-04:00,2014-06-11 00:00:00-04:00,41.024304614733516,40.76403427124024,5,EWJ,39.25541259765625,0.025782394409176845
2014-06-11 00:00:00-04:00,2014-06-12 00:00:00-04:00,40.83906171746827,40.86855697631836,1,EWJ,39.283285446167,0.02787284851074645
2014-06-12 00:00:00-04:00,2014-06-13 00:00:00-04:00,40.90103101472316,41.0079231262207,2,EWJ,39.31185539245606,0.02856994628906051
2014-06-13 00:00:00-04:00,2014-06-16 00:00:00-04:00,40.87824430778794,41.21696472167969,3,EWJ,39.33763778686524,0.025782394409176845
2014-06-16 00:00:00-04:00,2014-06-17 00:00:00-04:00,40.897986929028114,41.21696472167969,4,EWJ,39.36760116577149,0.029963378906252558
2014-06-17 00:00:00-04:00,2014-06-18 00:00:00-04:00,40.87766226994676,41.14727783203125,5,EWJ,39.39965476989747,0.03205360412597713
2014-06-18 00:00:00-04:00,2014-06-19 00:00:00-04:00,41.6575518096548,41.704734802246094,1,EWJ,39.45052261352539,0.050867843627926845
